Order_ID,Customer_ID,Product_ID,Order_Date,Quantity,Discount,Sales,Profit
O0450,C006,P034,2025-05-06,4,0.05,5719.0,2359.0
O0451,C075,P038,2025-03-16,1,0.05,2835.75,896.75
O0452,C131,P050,2025-09-30,2,0.05,2511.8,895.8
O0453,C022,P017,2026-02-14,4,0,7604,2432
O0454,C120,P028,2026-04-19,4,0.05,17461.0,6213.0
O0455,C097,P016,2026-05-02,4,0.1,10238.4,1926.4
O0456,C157,P023,2025-06-02,5,0.15,15495.5,1345.5
O0457,C009,P010,2025-10-13,5,0.1,14413.5,3513.5
O0458,C125,P049,2026-05-03,5,0.1,6682.5,1807.5
O0459,C032,P009,2025-09-16,1,0.15,1456.05,449.05
O0460,C175,P003,2025-01-17,2,0.05,8403.7,2021.7
O0461,C138,P014,2025-04-08,4,0.05,2116.6,700.6
O0462,C152,P046,2025-11-09,2,0.05,8181.4,3579.4
O0463,C070,P015,2025-12-13,4,0.05,8310.6,3686.6
O0464,C178,P033,2025-04-22,4,0.05,14345.0,4781.0
O0465,C056,P037,2026-02-20,5,0.05,5690.5,2555.5
O0466,C134,P020,2025-07-29,4,0.1,13197.6,3993.6
O0467,C057,P019,2025-11-25,1,0.05,1729.0,374.0
O0468,C128,P046,2025-05-14,4,0.1,15501.6,6297.6
O0469,C172,P027,2025-04-11,4,0.05,4753.8,1965.8
O0470,C089,P014,2025-09-22,4,0.1,2005.2,589.2
O0471,C180,P045,2025-07-28,4,0.05,18148.8,8528.8
O0472,C102,P049,2025-04-16,2,0.1,2673.0,723.0
O0473,C073,P029,2026-06-17,2,0.15,953.7,165.7
O0474,C096,P036,2025-01-30,4,0.1,14220.0,1944.0
O0475,C136,P002,2026-01-15,1,0.15,4153.1,1477.1
O0476,C058,P032,2026-03-12,5,0.1,10053.0,4468.0
O0477,C028,P041,2026-06-09,2,0.05,9327.1,3533.1
O0478,C162,P032,2025-02-14,5,0,11170,5585
O0479,C167,P040,2025-01-28,3,0.1,5734.8,1414.8
O0480,C056,P031,2026-06-03,5,0,24000,5045
O0481,C177,P043,2025-03-05,2,0.05,5065.4,1355.4
O0482,C139,P025,2025-07-03,1,0.05,1012.7,401.7
O0483,C193,P044,2026-01-14,2,0.1,6030.0,1990.0
O0484,C186,P029,2026-03-13,1,0,561,167
O0485,C175,P003,2025-07-03,2,0.1,7961.4,1579.4
O0486,C016,P008,2026-06-19,3,0.1,12606.3,3975.3
O0487,C047,P006,2026-05-04,3,0.05,1806.9,507.9
O0488,C186,P038,2025-08-05,5,0,14925,5230
O0489,C014,P009,2025-12-31,4,0.1,6166.8,2138.8
O0490,C076,P041,2025-01-01,3,0.05,13990.65,5299.65
O0491,C052,P025,2025-10-07,1,0.15,906.1,295.1
O0492,C144,P049,2025-12-20,3,0,4455,1530
O0493,C176,P037,2025-12-29,4,0.1,4312.8,1804.8
O0494,C117,P030,2025-09-13,3,0.15,3847.95,1465.95
O0495,C127,P028,2025-03-10,2,0,9190,3566
O0496,C155,P021,2026-06-16,1,0.15,2363.85,730.85
O0497,C117,P034,2025-07-03,1,0.1,1354.5,514.5
O0498,C125,P036,2025-01-16,5,0.05,18762.5,3417.5
O0499,C186,P040,2026-01-27,4,0.15,7221.6,1461.6
O0500,C050,P043,2026-05-13,4,0.15,9064.4,1644.4
O0501,C127,P034,2025-12-21,1,0,1505,665
O0502,C163,P041,2026-04-10,4,0.15,16690.6,5102.6
O0503,C096,P038,2026-01-13,5,0.1,13432.5,3737.5
O0504,C161,P009,2026-01-27,4,0,6852,2824
O0505,C094,P019,2026-03-24,2,0,3640,930
O0506,C162,P003,2025-10-02,3,0.1,11942.1,2369.1
O0507,C116,P044,2026-01-12,1,0.15,2847.5,827.5
O0508,C100,P035,2025-09-09,4,0,11744,5184
O0509,C003,P024,2025-03-12,3,0.15,3182.4,1193.4
O0510,C133,P009,2025-12-15,1,0.15,1456.05,449.05
O0511,C090,P026,2025-06-07,5,0.05,4118.25,668.25
O0512,C137,P025,2025-10-07,1,0,1066,455
O0513,C103,P045,2025-02-14,5,0.1,21492.0,9467.0
O0514,C076,P034,2026-04-18,2,0,3010,1330
O0515,C187,P046,2025-09-20,4,0.05,16362.8,7158.8
O0516,C148,P048,2025-08-27,5,0,17250,7400
O0517,C185,P046,2026-02-22,5,0.05,20453.5,8948.5
O0518,C043,P002,2025-02-15,5,0,24430,11050
O0519,C114,P010,2025-04-21,4,0,12812,4092
O0520,C188,P047,2025-02-27,5,0.05,7657.0,2697.0
O0521,C112,P010,2026-05-14,4,0.1,11530.8,2810.8
O0522,C159,P012,2025-06-27,2,0,8952,2602
O0523,C195,P024,2026-02-04,5,0.05,5928.0,2613.0
O0524,C176,P021,2026-02-14,3,0.1,7508.7,2609.7
O0525,C110,P027,2025-09-06,5,0.1,5629.5,2144.5
O0526,C021,P024,2025-12-05,3,0.1,3369.6,1380.6
O0527,C047,P015,2026-03-18,2,0.15,3717.9,1405.9
O0528,C027,P015,2025-04-28,5,0.1,9841.5,4061.5
O0529,C118,P007,2026-04-07,4,0.15,16296.2,5040.2
O0530,C196,P007,2026-06-05,3,0,14379,5937
O0531,C107,P010,2026-01-08,4,0.1,11530.8,2810.8
O0532,C098,P050,2025-01-23,1,0,1322,514
O0533,C121,P031,2025-11-16,2,0,9600,2018
O0534,C142,P025,2026-04-24,2,0.1,1918.8,696.8
O0535,C152,P005,2026-01-20,2,0.15,6342.7,1352.7
O0536,C140,P013,2025-05-29,1,0.05,1155.2,430.2
O0537,C099,P038,2025-08-21,4,0.1,10746.0,2990.0
O0538,C136,P008,2025-08-29,5,0.1,21010.5,6625.5
O0539,C055,P044,2026-03-20,5,0.1,15075.0,4975.0
O0540,C090,P009,2025-10-20,1,0.1,1541.7,534.7
O0541,C049,P035,2025-04-04,5,0.05,13946.0,5746.0
O0542,C012,P032,2025-04-23,5,0.1,10053.0,4468.0
O0543,C144,P048,2026-06-13,2,0.15,5865.0,1925.0
O0544,C192,P048,2026-02-02,5,0,17250,7400
O0545,C044,P037,2025-01-11,3,0.05,3414.3,1533.3
O0546,C022,P049,2025-02-01,5,0.15,6311.25,1436.25
O0547,C093,P010,2025-05-02,1,0,3203,1023
O0548,C091,P021,2026-02-03,1,0,2781,1148
O0549,C178,P022,2025-06-19,2,0,7658,1890
O0550,C033,P036,2026-01-27,4,0.15,13430.0,1154.0
O0551,C079,P009,2025-08-07,4,0.15,5824.2,1796.2
O0552,C013,P007,2025-04-08,4,0,19172,7916
O0553,C091,P019,2026-04-27,4,0.05,6916.0,1496.0
O0554,C167,P021,2025-08-19,5,0.1,12514.5,4349.5
O0555,C027,P039,2025-08-03,2,0.1,5299.2,2081.2
O0556,C171,P042,2025-12-28,3,0,9489,4041
O0557,C025,P005,2026-01-04,2,0.05,7088.9,2098.9
O0558,C166,P030,2026-02-25,1,0.1,1358.1,564.1
O0559,C094,P042,2026-06-03,2,0.15,5377.1,1745.1
O0560,C190,P041,2025-05-08,1,0,4909,2012
O0561,C030,P029,2026-04-25,5,0.05,2664.75,694.75
O0562,C101,P026,2025-04-15,3,0.15,2210.85,140.85
O0563,C014,P029,2026-03-15,1,0.05,532.95,138.95
O0564,C181,P036,2026-02-28,3,0.15,10072.5,865.5
O0565,C072,P032,2025-02-14,1,0.1,2010.6,893.6
O0566,C150,P027,2025-11-01,1,0,1251,554
O0567,C161,P022,2025-09-07,4,0.1,13784.4,2248.4
O0568,C198,P011,2025-02-13,2,0,2944,668
O0569,C062,P042,2025-09-16,2,0.15,5377.1,1745.1
O0570,C034,P024,2026-06-15,2,0.1,2246.4,920.4
O0571,C016,P028,2026-02-09,2,0.1,8271.0,2647.0
O0572,C186,P002,2026-04-19,3,0.05,13925.1,5897.1
O0573,C015,P005,2025-09-17,1,0.15,3171.35,676.35
O0574,C195,P028,2025-09-13,5,0.15,19528.75,5468.75
O0575,C066,P016,2025-04-01,4,0.05,10807.2,2495.2
O0576,C053,P037,2026-03-23,1,0.1,1078.2,451.2
O0577,C034,P048,2025-04-04,1,0.15,2932.5,962.5
O0578,C009,P039,2025-09-20,5,0,14720,6675
O0579,C010,P048,2025-10-13,5,0.05,16387.5,6537.5
O0580,C120,P026,2025-02-18,2,0.05,1647.3,267.3
O0581,C192,P026,2026-02-03,3,0.15,2210.85,140.85
O0582,C101,P049,2025-01-16,4,0.05,5643.0,1743.0
O0583,C103,P041,2026-04-21,5,0.15,20863.25,6378.25
O0584,C004,P014,2025-04-22,4,0.05,2116.6,700.6
O0585,C076,P049,2025-05-20,1,0.15,1262.25,287.25
O0586,C077,P016,2025-01-13,3,0,8532,2298
O0587,C159,P004,2026-06-12,4,0.1,17546.4,2654.4
O0588,C104,P021,2025-05-06,5,0.1,12514.5,4349.5
O0589,C083,P043,2025-11-08,5,0,13330,4055
O0590,C013,P048,2025-10-30,3,0.1,9315.0,3405.0
O0591,C047,P002,2026-03-20,5,0.15,20765.5,7385.5
O0592,C099,P017,2026-05-28,1,0,1901,608
O0593,C127,P034,2026-03-09,4,0.05,5719.0,2359.0
O0594,C049,P030,2025-02-12,3,0,4527,2145
O0595,C123,P026,2025-04-17,2,0.05,1647.3,267.3
O0596,C044,P029,2025-05-10,5,0,2805,835
O0597,C101,P009,2025-03-13,5,0.1,7708.5,2673.5
O0598,C163,P012,2026-02-16,1,0.15,3804.6,629.6
O0599,C028,P039,2025-10-09,1,0,2944,1335
O0600,C101,P010,2025-06-09,5,0,16015,5115
O0601,C180,P040,2025-10-31,5,0.15,9027.0,1827.0
O0602,C118,P008,2026-04-28,3,0,14007,5376
O0603,C133,P010,2025-12-10,1,0.05,3042.85,862.85
O0604,C152,P013,2026-04-18,2,0.15,2067.2,617.2
O0605,C084,P050,2025-02-10,4,0.15,4494.8,1262.8
O0606,C008,P043,2026-03-04,3,0.15,6798.3,1233.3
O0607,C121,P026,2025-12-12,3,0.15,2210.85,140.85
O0608,C151,P044,2025-08-30,4,0.1,12060.0,3980.0
O0609,C155,P042,2026-03-05,1,0,3163,1347
O0610,C174,P027,2025-11-15,4,0.1,4503.6,1715.6
O0611,C103,P014,2025-10-30,2,0.1,1002.6,294.6
O0612,C198,P027,2026-05-03,1,0.15,1063.35,366.35
O0613,C173,P030,2025-07-27,1,0.15,1282.65,488.65
O0614,C137,P008,2025-06-29,4,0,18676,7168
O0615,C096,P007,2025-06-20,5,0,23965,9895
O0616,C065,P012,2025-01-21,1,0,4476,1301
O0617,C074,P034,2025-12-11,1,0.1,1354.5,514.5
O0618,C197,P007,2025-02-23,5,0.15,20370.25,6300.25
O0619,C018,P001,2025-02-07,5,0.15,18487.5,5472.5
O0620,C109,P002,2026-03-27,4,0.15,16612.4,5908.4
O0621,C016,P016,2026-02-08,4,0.15,9669.6,1357.6
O0622,C076,P014,2025-08-31,5,0.1,2506.5,736.5
O0623,C025,P049,2025-07-25,4,0.05,5643.0,1743.0
O0624,C050,P024,2025-01-03,5,0,6240,2925
O0625,C190,P047,2025-01-27,3,0.1,4352.4,1376.4
O0626,C092,P034,2025-07-04,2,0.15,2558.5,878.5
O0627,C149,P042,2026-06-04,5,0.1,14233.5,5153.5
O0628,C030,P015,2025-04-04,1,0,2187,1031
O0629,C108,P037,2025-01-20,4,0.15,4073.2,1565.2
O0630,C178,P019,2025-01-18,1,0.05,1729.0,374.0
O0631,C159,P040,2025-08-12,5,0.1,9558.0,2358.0
O0632,C185,P032,2025-03-09,1,0.15,1898.9,781.9
O0633,C195,P032,2025-09-13,2,0,4468,2234
O0634,C064,P013,2025-09-23,3,0.1,3283.2,1108.2
O0635,C052,P016,2025-03-31,5,0.1,12798.0,2408.0
O0636,C118,P040,2025-11-16,4,0,8496,2736
O0637,C004,P012,2026-01-11,4,0.15,15218.4,2518.4
O0638,C061,P039,2025-08-03,5,0.05,13984.0,5939.0
O0639,C083,P033,2025-04-06,5,0.05,17931.25,5976.25
O0640,C155,P012,2026-02-16,3,0.05,12756.6,3231.6
O0641,C033,P010,2026-03-01,5,0,16015,5115
O0642,C104,P023,2025-08-04,1,0.15,3099.1,269.1
O0643,C032,P010,2025-04-26,2,0.15,5445.1,1085.1
O0644,C158,P050,2025-01-01,4,0,5288,2056
O0645,C173,P020,2026-05-18,1,0.1,3299.4,998.4
O0646,C148,P042,2025-05-15,2,0.05,6009.7,2377.7
O0647,C187,P040,2025-11-01,4,0.05,8071.2,2311.2
O0648,C135,P035,2025-07-05,5,0,14680,6480
O0649,C107,P017,2025-02-04,1,0.15,1615.85,322.85
O0650,C190,P005,2025-12-16,5,0.15,15856.75,3381.75
O0651,C005,P035,2026-05-26,5,0.05,13946.0,5746.0
O0652,C086,P040,2025-06-11,5,0.15,9027.0,1827.0
O0653,C073,P003,2025-08-26,4,0.05,16807.4,4043.4
O0654,C050,P039,2025-03-26,1,0.05,2796.8,1187.8
O0655,C052,P011,2025-10-22,3,0,4416,1002
O0656,C065,P041,2025-11-18,1,0.15,4172.65,1275.65
O0657,C041,P036,2025-06-17,4,0.1,14220.0,1944.0
O0658,C172,P037,2025-12-07,5,0.1,5391.0,2256.0
O0659,C025,P046,2026-01-20,5,0.15,18300.5,6795.5
O0660,C011,P008,2025-08-13,1,0.1,4202.1,1325.1
O0661,C198,P025,2025-01-21,2,0.1,1918.8,696.8
O0662,C011,P019,2025-08-20,1,0.05,1729.0,374.0
O0663,C132,P050,2026-04-18,1,0,1322,514
O0664,C089,P010,2025-12-01,5,0.05,15214.25,4314.25
O0665,C163,P020,2025-04-13,5,0.15,15580.5,4075.5
O0666,C195,P020,2026-02-19,2,0.05,6965.4,2363.4
O0667,C161,P022,2025-09-02,2,0.05,7275.1,1507.1
O0668,C084,P045,2026-04-09,5,0.15,20298.0,8273.0
O0669,C080,P030,2025-01-20,5,0.05,7167.75,3197.75
O0670,C109,P028,2025-08-04,4,0.05,17461.0,6213.0
O0671,C040,P036,2025-05-16,1,0,3950,881
O0672,C095,P018,2025-12-29,5,0,18350,9090
O0673,C148,P005,2026-02-23,4,0,14924,4944
O0674,C108,P021,2025-09-10,2,0,5562,2296
O0675,C185,P014,2025-12-30,1,0.1,501.3,147.3
O0676,C175,P013,2026-06-07,1,0.15,1033.6,308.6
O0677,C121,P005,2026-05-11,2,0.15,6342.7,1352.7
O0678,C125,P022,2025-06-13,1,0,3829,945
O0679,C129,P039,2025-03-30,1,0.15,2502.4,893.4
O0680,C001,P015,2025-03-05,3,0,6561,3093
O0681,C123,P047,2026-06-04,5,0.15,6851.0,1891.0
O0682,C164,P008,2025-07-18,3,0.1,12606.3,3975.3
O0683,C182,P002,2025-06-29,4,0.05,18566.8,7862.8
O0684,C161,P008,2025-07-20,2,0.15,7937.3,2183.3
O0685,C069,P046,2025-04-24,1,0.05,4090.7,1789.7
O0686,C119,P006,2026-04-01,4,0.15,2155.6,423.6
O0687,C132,P013,2025-10-08,1,0.1,1094.4,369.4
O0688,C081,P018,2025-07-18,4,0,14680,7272
O0689,C056,P007,2026-06-23,4,0.1,17254.8,5998.8
O0690,C018,P037,2025-04-26,3,0.05,3414.3,1533.3
O0691,C038,P015,2026-03-16,5,0.05,10388.25,4608.25
O0692,C020,P048,2025-10-05,4,0.15,11730.0,3850.0
O0693,C107,P001,2025-12-13,2,0,8700,3494
O0694,C037,P007,2026-05-07,4,0.05,18213.4,6957.4
O0695,C147,P005,2026-03-16,3,0.15,9514.05,2029.05
O0696,C012,P003,2026-02-28,4,0,17692,4928
O0697,C115,P018,2026-02-08,3,0,11010,5454
O0698,C110,P028,2025-02-20,5,0,22975,8915
O0699,C013,P044,2025-10-08,1,0,3350,1330
O0700,C125,P003,2025-03-14,2,0.05,8403.7,2021.7
O0701,C021,P024,2025-09-14,5,0.15,5304.0,1989.0
O0702,C009,P024,2025-06-28,2,0,2496,1170
O0703,C121,P027,2025-04-26,5,0.05,5942.25,2457.25
O0704,C096,P002,2026-05-29,3,0,14658,6630
O0705,C081,P025,2026-03-27,5,0.1,4797.0,1742.0
O0706,C185,P039,2025-01-13,3,0.1,7948.8,3121.8
O0707,C147,P033,2026-06-06,3,0.15,9626.25,2453.25
O0708,C179,P032,2025-07-30,5,0.15,9494.5,3909.5
O0709,C129,P003,2025-09-10,4,0.15,15038.2,2274.2
O0710,C005,P045,2026-04-18,1,0.05,4537.2,2132.2
O0711,C042,P049,2025-03-31,5,0.1,6682.5,1807.5
O0712,C057,P001,2025-01-22,4,0.15,14790.0,4378.0
O0713,C059,P001,2025-09-26,4,0,17400,6988
O0714,C163,P043,2026-05-16,4,0,10664,3244
O0715,C033,P012,2025-03-06,1,0.15,3804.6,629.6
O0716,C148,P043,2026-04-25,5,0.15,11330.5,2055.5
O0717,C074,P033,2026-01-14,4,0,15100,5536
O0718,C105,P005,2025-03-29,2,0,7462,2472
O0719,C039,P005,2026-06-25,2,0.1,6715.8,1725.8
O0720,C116,P050,2026-06-15,1,0.1,1189.8,381.8
O0721,C041,P042,2025-12-31,4,0,12652,5388
O0722,C040,P031,2025-04-29,1,0.15,4080.0,289.0
O0723,C095,P023,2025-02-02,1,0,3646,816
O0724,C035,P045,2025-03-12,1,0,4776,2371
O0725,C186,P030,2026-05-22,5,0.15,6413.25,2443.25
O0726,C093,P050,2025-08-29,5,0.05,6279.5,2239.5
O0727,C057,P032,2025-01-11,2,0,4468,2234
O0728,C175,P023,2025-03-22,2,0.1,6562.8,902.8
O0729,C035,P023,2026-06-11,5,0.05,17318.5,3168.5
O0730,C100,P047,2025-02-18,2,0.15,2740.4,756.4
O0731,C087,P018,2025-03-18,5,0.05,17432.5,8172.5
O0732,C044,P046,2025-05-03,1,0,4306,2005
O0733,C082,P050,2025-12-20,5,0.05,6279.5,2239.5
O0734,C114,P036,2025-06-27,1,0.05,3752.5,683.5
O0735,C058,P039,2025-07-10,3,0.1,7948.8,3121.8
O0736,C051,P039,2026-06-20,4,0.05,11187.2,4751.2
O0737,C183,P042,2025-06-28,1,0.1,2846.7,1030.7
O0738,C087,P007,2026-04-27,1,0,4793,1979
O0739,C030,P044,2025-10-29,4,0,13400,5320
O0740,C016,P032,2025-01-02,2,0,4468,2234
O0741,C147,P011,2025-04-28,1,0,1472,334
O0742,C157,P013,2025-06-11,3,0.1,3283.2,1108.2
O0743,C054,P020,2026-02-17,2,0,7332,2730
O0744,C181,P004,2026-03-08,1,0.05,4630.3,907.3
O0745,C056,P015,2026-02-13,3,0.05,6232.95,2764.95
O0746,C111,P023,2025-08-29,5,0.1,16407.0,2257.0
O0747,C077,P049,2026-05-23,3,0.05,4232.25,1307.25
O0748,C133,P023,2026-04-25,1,0.05,3463.7,633.7
O0749,C135,P036,2026-05-04,1,0.15,3357.5,288.5
O0750,C159,P017,2025-11-18,5,0,9505,3040
O0751,C055,P018,2025-06-02,1,0.05,3486.5,1634.5
O0752,C192,P020,2025-10-18,1,0,3666,1365
O0753,C105,P009,2025-04-08,4,0.1,6166.8,2138.8
O0754,C115,P022,2025-02-28,4,0.05,14550.2,3014.2
O0755,C050,P035,2025-10-30,5,0.05,13946.0,5746.0
O0756,C172,P007,2025-07-05,3,0.15,12222.15,3780.15
O0757,C122,P011,2025-05-29,4,0.05,5593.6,1041.6
O0758,C187,P006,2026-01-22,1,0.1,570.6,137.6
O0759,C153,P010,2025-09-26,5,0,16015,5115
O0760,C140,P021,2026-06-23,1,0,2781,1148
O0761,C177,P026,2025-10-11,2,0.05,1647.3,267.3
O0762,C108,P016,2025-10-13,4,0.1,10238.4,1926.4
O0763,C081,P012,2025-03-25,1,0,4476,1301
O0764,C173,P010,2025-03-10,5,0.05,15214.25,4314.25
O0765,C159,P009,2025-08-15,3,0,5139,2118
O0766,C157,P018,2026-05-26,2,0,7340,3636
O0767,C165,P015,2025-03-14,3,0.05,6232.95,2764.95
O0768,C056,P041,2026-04-30,2,0,9818,4024
O0769,C159,P018,2026-06-11,4,0.05,13946.0,6538.0
O0770,C042,P043,2025-12-02,4,0,10664,3244
O0771,C023,P006,2025-08-28,5,0.15,2694.5,529.5
O0772,C184,P045,2026-01-01,4,0.15,16238.4,6618.4
O0773,C034,P042,2026-03-18,2,0,6326,2694
O0774,C012,P029,2025-12-30,2,0.15,953.7,165.7
O0775,C001,P020,2025-06-23,2,0.1,6598.8,1996.8
O0776,C087,P003,2026-06-21,3,0.1,11942.1,2369.1
O0777,C149,P034,2026-06-07,1,0.05,1429.75,589.75
O0778,C014,P035,2025-02-20,2,0.15,4991.2,1711.2
O0779,C041,P045,2026-04-03,1,0.15,4059.6,1654.6
O0780,C086,P048,2025-04-24,3,0,10350,4440
O0781,C113,P013,2025-02-05,1,0,1216,491
O0782,C083,P044,2025-05-03,1,0,3350,1330
O0783,C046,P022,2026-03-20,2,0.15,6509.3,741.3
O0784,C163,P046,2025-10-22,3,0,12918,6015
O0785,C155,P047,2025-03-02,3,0.1,4352.4,1376.4
O0786,C010,P022,2025-09-03,4,0.05,14550.2,3014.2
O0787,C170,P050,2025-11-28,4,0.05,5023.6,1791.6
O0788,C060,P038,2025-03-27,4,0.15,10149.0,2393.0
O0789,C123,P045,2026-01-08,4,0,19104,9484
O0790,C132,P047,2025-10-20,2,0.15,2740.4,756.4
O0791,C109,P011,2025-02-12,3,0,4416,1002
O0792,C199,P025,2026-06-11,4,0.1,3837.6,1393.6
O0793,C140,P018,2025-11-01,2,0.15,6239.0,2535.0
O0794,C064,P025,2025-10-08,3,0.05,3038.1,1205.1
O0795,C079,P037,2026-03-25,5,0,5990,2855
O0796,C195,P044,2025-03-03,4,0.05,12730.0,4650.0
O0797,C075,P041,2026-06-13,5,0.05,23317.75,8832.75
O0798,C027,P035,2026-05-01,1,0.15,2495.6,855.6
O0799,C098,P027,2025-08-13,2,0.1,2251.8,857.8
O0800,C129,P009,2025-09-19,5,0.1,7708.5,2673.5
O0801,C084,P014,2026-01-11,5,0,2785,1015
O0802,C038,P042,2025-05-05,3,0.15,8065.65,2617.65
O0803,C190,P006,2026-06-20,3,0,1902,603
O0804,C087,P016,2025-01-28,1,0,2844,766
O0805,C072,P029,2025-10-01,3,0.1,1514.7,332.7
O0806,C123,P031,2026-04-20,1,0,4800,1009
O0807,C054,P043,2025-12-22,4,0.1,9597.6,2177.6
O0808,C097,P016,2025-12-06,5,0.1,12798.0,2408.0
O0809,C156,P050,2026-05-24,2,0,2644,1028
O0810,C146,P011,2025-06-11,1,0.1,1324.8,186.8
O0811,C172,P022,2025-06-25,4,0.05,14550.2,3014.2
O0812,C084,P004,2026-01-16,3,0.1,13159.8,1990.8
O0813,C048,P001,2025-06-08,2,0.1,7830.0,2624.0
O0814,C189,P047,2025-11-24,1,0.15,1370.2,378.2
O0815,C136,P048,2026-01-31,1,0.15,2932.5,962.5
O0816,C133,P040,2025-10-26,1,0,2124,684
O0817,C112,P027,2025-09-07,4,0.1,4503.6,1715.6
O0818,C131,P028,2025-08-04,2,0.1,8271.0,2647.0
O0819,C031,P007,2025-11-24,3,0,14379,5937
O0820,C190,P004,2025-01-21,1,0.1,4386.6,663.6
O0821,C160,P036,2026-03-28,2,0.05,7505.0,1367.0
O0822,C036,P050,2025-06-19,2,0.1,2379.6,763.6
O0823,C054,P001,2025-02-23,3,0,13050,5241
O0824,C067,P005,2026-03-13,2,0.1,6715.8,1725.8
O0825,C141,P010,2026-01-13,2,0.15,5445.1,1085.1
O0826,C155,P030,2025-03-31,1,0.05,1433.55,639.55
O0827,C059,P048,2026-01-19,3,0.05,9832.5,3922.5
O0828,C060,P047,2025-05-28,4,0.15,5480.8,1512.8
O0829,C121,P010,2025-06-27,4,0.15,10890.2,2170.2
O0830,C090,P050,2025-08-25,3,0,3966,1542
O0831,C089,P016,2025-06-18,5,0,14220,3830
O0832,C125,P047,2025-03-24,4,0,6448,2480
O0833,C059,P046,2025-03-01,4,0.1,15501.6,6297.6
O0834,C064,P046,2025-03-02,4,0.05,16362.8,7158.8
O0835,C142,P048,2026-05-11,2,0.05,6555.0,2615.0
O0836,C014,P009,2025-08-09,3,0.1,4625.1,1604.1
O0837,C094,P020,2025-08-25,3,0,10998,4095
O0838,C076,P040,2025-02-20,4,0,8496,2736
O0839,C167,P046,2025-12-14,5,0.05,20453.5,8948.5
O0840,C030,P009,2025-03-31,1,0.15,1456.05,449.05
O0841,C016,P021,2026-06-18,2,0.05,5283.9,2017.9
O0842,C181,P034,2025-12-22,2,0.1,2709.0,1029.0
O0843,C116,P007,2025-07-03,1,0,4793,1979
O0844,C015,P044,2025-02-03,4,0.1,12060.0,3980.0
O0845,C083,P012,2026-06-12,5,0,22380,6505
O0846,C145,P046,2025-08-07,2,0,8612,4010
O0847,C091,P007,2025-02-12,1,0.15,4074.05,1260.05
O0848,C061,P050,2026-06-21,4,0.15,4494.8,1262.8
O0849,C078,P009,2026-06-25,2,0.15,2912.1,898.1
O0850,C133,P035,2025-07-11,1,0.15,2495.6,855.6
O0851,C103,P013,2025-06-02,3,0.05,3465.6,1290.6
O0852,C024,P024,2025-02-10,4,0.15,4243.2,1591.2
O0853,C006,P024,2025-01-14,3,0,3744,1755
O0854,C059,P015,2026-02-24,3,0.05,6232.95,2764.95
O0855,C144,P011,2025-06-07,2,0,2944,668
O0856,C179,P015,2026-04-24,5,0.15,9294.75,3514.75
O0857,C029,P043,2026-06-18,4,0,10664,3244
O0858,C143,P050,2026-03-09,1,0.15,1123.7,315.7
O0859,C022,P011,2025-03-30,2,0.05,2796.8,520.8
O0860,C173,P022,2025-07-22,2,0.15,6509.3,741.3
O0861,C126,P014,2025-03-21,4,0.15,1893.8,477.8
O0862,C112,P013,2026-06-25,5,0.15,5168.0,1543.0
O0863,C069,P039,2025-11-09,1,0.15,2502.4,893.4
O0864,C003,P048,2025-02-12,1,0.1,3105.0,1135.0
O0865,C098,P034,2026-06-07,3,0.15,3837.75,1317.75
O0866,C006,P020,2026-02-25,2,0.1,6598.8,1996.8
O0867,C199,P046,2025-07-01,3,0.1,11626.2,4723.2
O0868,C118,P030,2025-10-05,2,0.1,2716.2,1128.2
O0869,C073,P019,2026-01-04,1,0.05,1729.0,374.0
O0870,C019,P032,2025-06-14,2,0.05,4244.6,2010.6
O0871,C128,P012,2025-04-17,4,0,17904,5204
O0872,C135,P030,2025-05-15,5,0.15,6413.25,2443.25
O0873,C117,P024,2025-10-17,2,0.15,2121.6,795.6
O0874,C180,P045,2025-01-13,3,0,14328,7113
O0875,C145,P034,2026-06-23,1,0.1,1354.5,514.5
O0876,C043,P029,2025-01-26,3,0.1,1514.7,332.7
O0877,C104,P046,2025-12-08,4,0.05,16362.8,7158.8
O0878,C173,P017,2026-06-07,1,0.1,1710.9,417.9
O0879,C112,P040,2026-02-10,3,0.15,5416.2,1096.2
O0880,C079,P008,2025-06-07,3,0.15,11905.95,3274.95
O0881,C149,P008,2025-08-06,4,0.1,16808.4,5300.4
O0882,C185,P003,2025-06-13,4,0.15,15038.2,2274.2
O0883,C156,P044,2025-01-22,2,0.1,6030.0,1990.0
O0884,C157,P035,2025-03-04,1,0.05,2789.2,1149.2
O0885,C170,P001,2025-10-14,3,0,13050,5241
O0886,C106,P001,2025-09-22,4,0.1,15660.0,5248.0
O0887,C016,P015,2026-06-25,5,0.1,9841.5,4061.5
O0888,C049,P003,2025-12-19,4,0,17692,4928
O0889,C117,P046,2026-05-24,3,0,12918,6015
O0890,C027,P044,2025-01-28,4,0,13400,5320
O0891,C183,P037,2026-03-13,3,0,3594,1713
O0892,C041,P008,2025-11-27,2,0,9338,3584
O0893,C057,P036,2026-06-23,2,0.1,7110.0,972.0
O0894,C080,P042,2025-06-08,3,0.05,9014.55,3566.55
O0895,C149,P044,2026-06-07,1,0.1,3015.0,995.0
O0896,C125,P031,2025-02-28,5,0.05,22800.0,3845.0
O0897,C182,P028,2026-03-11,5,0.15,19528.75,5468.75
O0898,C087,P025,2025-10-10,3,0.15,2718.3,885.3
