Payment_ID,Order_ID,Payment_Mode,Payment_Status,Amount
PAY0616,O0616,Net Banking,Paid,4476
PAY0617,O0617,Net Banking,Pending,1354.5
PAY0618,O0618,UPI,Paid,20370.25
PAY0619,O0619,Cash,Paid,18487.5
PAY0620,O0620,Card,Pending,16612.4
PAY0621,O0621,Cash,Paid,9669.6
PAY0622,O0622,Cash,Paid,2506.5
PAY0623,O0623,Cash,Paid,5643.0
PAY0624,O0624,Card,Pending,6240
PAY0625,O0625,Net Banking,Paid,4352.4
PAY0626,O0626,Net Banking,Pending,2558.5
PAY0627,O0627,Card,Paid,14233.5
PAY0628,O0628,Card,Pending,2187
PAY0629,O0629,Net Banking,Paid,4073.2
PAY0630,O0630,Card,Paid,1729.0
PAY0631,O0631,Cash,Pending,9558.0
PAY0632,O0632,UPI,Pending,1898.9
PAY0633,O0633,UPI,Paid,4468
PAY0634,O0634,Net Banking,Paid,3283.2
PAY0635,O0635,Cash,Pending,12798.0
PAY0636,O0636,Cash,Paid,8496
PAY0637,O0637,UPI,Pending,15218.4
PAY0638,O0638,UPI,Pending,13984.0
PAY0639,O0639,Net Banking,Paid,17931.25
PAY0640,O0640,Cash,Paid,12756.6
PAY0641,O0641,Net Banking,Pending,16015
PAY0642,O0642,UPI,Paid,3099.1
PAY0643,O0643,Card,Paid,5445.1
PAY0644,O0644,UPI,Pending,5288
PAY0645,O0645,Net Banking,Pending,3299.4
PAY0646,O0646,Cash,Paid,6009.7
PAY0647,O0647,Net Banking,Paid,8071.2
PAY0648,O0648,Card,Pending,14680
PAY0649,O0649,Cash,Paid,1615.85
PAY0650,O0650,UPI,Paid,15856.75
PAY0651,O0651,Net Banking,Pending,13946.0
PAY0652,O0652,UPI,Pending,9027.0
PAY0653,O0653,Net Banking,Paid,16807.4
PAY0654,O0654,Cash,Paid,2796.8
PAY0655,O0655,Net Banking,Paid,4416
PAY0656,O0656,Net Banking,Paid,4172.65
PAY0657,O0657,Cash,Pending,14220.0
PAY0658,O0658,UPI,Paid,5391.0
PAY0659,O0659,UPI,Pending,18300.5
PAY0660,O0660,UPI,Paid,4202.1
PAY0661,O0661,UPI,Paid,1918.8
PAY0662,O0662,UPI,Pending,1729.0
PAY0663,O0663,Cash,Paid,1322
PAY0664,O0664,UPI,Pending,15214.25
PAY0665,O0665,Cash,Paid,15580.5
PAY0666,O0666,Net Banking,Pending,6965.4
PAY0667,O0667,Net Banking,Pending,7275.1
PAY0668,O0668,UPI,Pending,20298.0
PAY0669,O0669,Cash,Pending,7167.75
PAY0670,O0670,Net Banking,Paid,17461.0
PAY0671,O0671,Cash,Paid,3950
PAY0672,O0672,Card,Pending,18350
PAY0673,O0673,UPI,Pending,14924
PAY0674,O0674,Net Banking,Paid,5562
PAY0675,O0675,Cash,Paid,501.3
PAY0676,O0676,UPI,Pending,1033.6
PAY0677,O0677,UPI,Pending,6342.7
PAY0678,O0678,Card,Pending,3829
PAY0679,O0679,Cash,Pending,2502.4
PAY0680,O0680,Net Banking,Paid,6561
PAY0681,O0681,UPI,Paid,6851.0
PAY0682,O0682,UPI,Paid,12606.3
PAY0683,O0683,UPI,Paid,18566.8
PAY0684,O0684,Cash,Paid,7937.3
PAY0685,O0685,UPI,Pending,4090.7
PAY0686,O0686,Cash,Pending,2155.6
PAY0687,O0687,Net Banking,Pending,1094.4
PAY0688,O0688,Net Banking,Pending,14680
PAY0689,O0689,Net Banking,Pending,17254.8
PAY0690,O0690,Net Banking,Paid,3414.3
PAY0691,O0691,Net Banking,Paid,10388.25
PAY0692,O0692,UPI,Pending,11730.0
PAY0693,O0693,UPI,Paid,8700
PAY0694,O0694,Net Banking,Paid,18213.4
PAY0695,O0695,Cash,Pending,9514.05
PAY0696,O0696,Card,Paid,17692
PAY0697,O0697,UPI,Paid,11010
PAY0698,O0698,UPI,Paid,22975
PAY0699,O0699,Cash,Pending,3350
PAY0700,O0700,Cash,Pending,8403.7
PAY0701,O0701,Card,Pending,5304.0
PAY0702,O0702,UPI,Paid,2496
PAY0703,O0703,UPI,Paid,5942.25
PAY0704,O0704,Cash,Paid,14658
PAY0705,O0705,Net Banking,Paid,4797.0
PAY0706,O0706,Net Banking,Paid,7948.8
PAY0707,O0707,UPI,Paid,9626.25
PAY0708,O0708,Card,Pending,9494.5
PAY0709,O0709,Net Banking,Pending,15038.2
PAY0710,O0710,Card,Pending,4537.2
PAY0711,O0711,Net Banking,Paid,6682.5
PAY0712,O0712,UPI,Paid,14790.0
PAY0713,O0713,Cash,Pending,17400
PAY0714,O0714,Net Banking,Paid,10664
PAY0715,O0715,Card,Pending,3804.6
PAY0716,O0716,Card,Pending,11330.5
PAY0717,O0717,Cash,Pending,15100
PAY0718,O0718,UPI,Pending,7462
PAY0719,O0719,Net Banking,Paid,6715.8
PAY0720,O0720,Net Banking,Pending,1189.8
PAY0721,O0721,Cash,Paid,12652
PAY0722,O0722,Card,Pending,4080.0
PAY0723,O0723,Cash,Pending,3646
PAY0724,O0724,Card,Paid,4776
PAY0725,O0725,UPI,Pending,6413.25
PAY0726,O0726,Cash,Paid,6279.5
PAY0727,O0727,Cash,Pending,4468
PAY0728,O0728,Cash,Paid,6562.8
PAY0729,O0729,Cash,Pending,17318.5
PAY0730,O0730,UPI,Paid,2740.4
PAY0731,O0731,UPI,Paid,17432.5
PAY0732,O0732,Cash,Pending,4306
PAY0733,O0733,Cash,Paid,6279.5
PAY0734,O0734,Net Banking,Paid,3752.5
PAY0735,O0735,Net Banking,Paid,7948.8
PAY0736,O0736,Net Banking,Pending,11187.2
PAY0737,O0737,Net Banking,Pending,2846.7
PAY0738,O0738,Net Banking,Paid,4793
PAY0739,O0739,Net Banking,Paid,13400
PAY0740,O0740,UPI,Pending,4468
PAY0741,O0741,Cash,Pending,1472
PAY0742,O0742,Cash,Pending,3283.2
PAY0743,O0743,Cash,Pending,7332
PAY0744,O0744,Card,Paid,4630.3
PAY0745,O0745,Net Banking,Paid,6232.95
PAY0746,O0746,Card,Paid,16407.0
PAY0747,O0747,Cash,Paid,4232.25
PAY0748,O0748,Card,Paid,3463.7
PAY0749,O0749,UPI,Pending,3357.5
PAY0750,O0750,Net Banking,Paid,9505
PAY0751,O0751,Card,Pending,3486.5
PAY0752,O0752,Cash,Paid,3666
PAY0753,O0753,Card,Pending,6166.8
PAY0754,O0754,Net Banking,Paid,14550.2
PAY0755,O0755,Cash,Pending,13946.0
PAY0756,O0756,Net Banking,Paid,12222.15
PAY0757,O0757,UPI,Pending,5593.6
PAY0758,O0758,Cash,Pending,570.6
PAY0759,O0759,UPI,Paid,16015
PAY0760,O0760,Card,Paid,2781
PAY0761,O0761,Card,Pending,1647.3
PAY0762,O0762,UPI,Pending,10238.4
PAY0763,O0763,UPI,Pending,4476
PAY0764,O0764,Card,Pending,15214.25
PAY0765,O0765,UPI,Paid,5139
PAY0766,O0766,Net Banking,Paid,7340
PAY0767,O0767,Cash,Pending,6232.95
PAY0768,O0768,Net Banking,Pending,9818
PAY0769,O0769,Cash,Pending,13946.0
PAY0770,O0770,Card,Pending,10664
PAY0771,O0771,Net Banking,Paid,2694.5
PAY0772,O0772,Net Banking,Pending,16238.4
PAY0773,O0773,Card,Paid,6326
PAY0774,O0774,Net Banking,Paid,953.7
PAY0775,O0775,Net Banking,Pending,6598.8
PAY0776,O0776,Card,Pending,11942.1
PAY0777,O0777,UPI,Paid,1429.75
PAY0778,O0778,UPI,Paid,4991.2
PAY0779,O0779,UPI,Pending,4059.6
PAY0780,O0780,Cash,Paid,10350
PAY0781,O0781,Cash,Pending,1216
PAY0782,O0782,Cash,Pending,3350
PAY0783,O0783,UPI,Pending,6509.3
PAY0784,O0784,Net Banking,Pending,12918
PAY0785,O0785,UPI,Paid,4352.4
PAY0786,O0786,Cash,Paid,14550.2
PAY0787,O0787,Net Banking,Pending,5023.6
PAY0788,O0788,UPI,Paid,10149.0
PAY0789,O0789,Net Banking,Paid,19104
PAY0790,O0790,UPI,Pending,2740.4
PAY0791,O0791,Net Banking,Paid,4416
PAY0792,O0792,UPI,Pending,3837.6
PAY0793,O0793,Cash,Pending,6239.0
PAY0794,O0794,Card,Paid,3038.1
PAY0795,O0795,Card,Paid,5990
PAY0796,O0796,Cash,Paid,12730.0
PAY0797,O0797,Cash,Paid,23317.75
PAY0798,O0798,UPI,Paid,2495.6
PAY0799,O0799,Cash,Paid,2251.8
PAY0800,O0800,Net Banking,Paid,7708.5
PAY0801,O0801,Cash,Pending,2785
PAY0802,O0802,Card,Paid,8065.65
PAY0803,O0803,UPI,Paid,1902
PAY0804,O0804,Net Banking,Paid,2844
PAY0805,O0805,Card,Paid,1514.7
PAY0806,O0806,Net Banking,Pending,4800
PAY0807,O0807,Cash,Paid,9597.6
PAY0808,O0808,Net Banking,Paid,12798.0
PAY0809,O0809,Net Banking,Paid,2644
PAY0810,O0810,Card,Paid,1324.8
PAY0811,O0811,Cash,Paid,14550.2
PAY0812,O0812,Card,Paid,13159.8
PAY0813,O0813,UPI,Pending,7830.0
PAY0814,O0814,UPI,Pending,1370.2
PAY0815,O0815,UPI,Pending,2932.5
PAY0816,O0816,Card,Pending,2124
PAY0817,O0817,Net Banking,Pending,4503.6
PAY0818,O0818,Card,Paid,8271.0
PAY0819,O0819,Net Banking,Paid,14379
PAY0820,O0820,Cash,Pending,4386.6
PAY0821,O0821,Cash,Paid,7505.0
PAY0822,O0822,UPI,Paid,2379.6
PAY0823,O0823,Card,Paid,13050
PAY0824,O0824,Card,Pending,6715.8
PAY0825,O0825,UPI,Paid,5445.1
PAY0826,O0826,Cash,Paid,1433.55
PAY0827,O0827,Card,Paid,9832.5
PAY0828,O0828,Cash,Paid,5480.8
PAY0829,O0829,Net Banking,Paid,10890.2
PAY0830,O0830,Card,Pending,3966
PAY0831,O0831,Net Banking,Paid,14220
PAY0832,O0832,Card,Pending,6448
PAY0833,O0833,Net Banking,Paid,15501.6
PAY0834,O0834,Net Banking,Pending,16362.8
PAY0835,O0835,Net Banking,Paid,6555.0
PAY0836,O0836,Card,Paid,4625.1
PAY0837,O0837,UPI,Paid,10998
PAY0838,O0838,Cash,Paid,8496
PAY0839,O0839,Net Banking,Paid,20453.5
PAY0840,O0840,Net Banking,Pending,1456.05
PAY0841,O0841,UPI,Paid,5283.9
PAY0842,O0842,Net Banking,Paid,2709.0
PAY0843,O0843,UPI,Pending,4793
PAY0844,O0844,Card,Paid,12060.0
PAY0845,O0845,UPI,Paid,22380
PAY0846,O0846,UPI,Paid,8612
PAY0847,O0847,Cash,Paid,4074.05
PAY0848,O0848,Card,Paid,4494.8
PAY0849,O0849,UPI,Paid,2912.1
PAY0850,O0850,Card,Paid,2495.6
PAY0851,O0851,Cash,Paid,3465.6
PAY0852,O0852,UPI,Paid,4243.2
PAY0853,O0853,Cash,Paid,3744
PAY0854,O0854,Net Banking,Pending,6232.95
PAY0855,O0855,UPI,Paid,2944
PAY0856,O0856,Card,Paid,9294.75
PAY0857,O0857,UPI,Pending,10664
PAY0858,O0858,Card,Pending,1123.7
PAY0859,O0859,Card,Pending,2796.8
PAY0860,O0860,Net Banking,Pending,6509.3
PAY0861,O0861,Card,Paid,1893.8
PAY0862,O0862,Card,Paid,5168.0
PAY0863,O0863,Net Banking,Paid,2502.4
PAY0864,O0864,Cash,Paid,3105.0
PAY0865,O0865,Net Banking,Pending,3837.75
PAY0866,O0866,Card,Paid,6598.8
PAY0867,O0867,UPI,Pending,11626.2
PAY0868,O0868,UPI,Paid,2716.2
PAY0869,O0869,Card,Pending,1729.0
PAY0870,O0870,Card,Paid,4244.6
PAY0871,O0871,Cash,Paid,17904
PAY0872,O0872,Card,Paid,6413.25
PAY0873,O0873,Cash,Pending,2121.6
PAY0874,O0874,Cash,Pending,14328
PAY0875,O0875,Cash,Pending,1354.5
PAY0876,O0876,Net Banking,Paid,1514.7
PAY0877,O0877,Cash,Paid,16362.8
PAY0878,O0878,Net Banking,Paid,1710.9
PAY0879,O0879,Card,Paid,5416.2
PAY0880,O0880,Cash,Paid,11905.95
PAY0881,O0881,Card,Paid,16808.4
PAY0882,O0882,Card,Paid,15038.2
PAY0883,O0883,Net Banking,Pending,6030.0
PAY0884,O0884,Card,Pending,2789.2
PAY0885,O0885,Card,Pending,13050
PAY0886,O0886,UPI,Paid,15660.0
PAY0887,O0887,Card,Pending,9841.5
PAY0888,O0888,UPI,Paid,17692
PAY0889,O0889,Cash,Pending,12918
PAY0890,O0890,Card,Pending,13400
PAY0891,O0891,UPI,Pending,3594
PAY0892,O0892,Card,Paid,9338
PAY0893,O0893,Cash,Paid,7110.0
PAY0894,O0894,Cash,Paid,9014.55
PAY0895,O0895,Cash,Pending,3015.0
PAY0896,O0896,UPI,Pending,22800.0
PAY0897,O0897,Net Banking,Paid,19528.75
PAY0898,O0898,Net Banking,Paid,2718.3
PAY0899,O0899,Card,Pending,3231.7
PAY0900,O0900,Cash,Paid,3100.8
PAY0901,O0901,UPI,Pending,12464.4
PAY0902,O0902,Card,Paid,6279.5
PAY0903,O0903,Net Banking,Pending,3015.0
PAY0904,O0904,Card,Pending,2867.1
PAY0905,O0905,Card,Paid,3099.1
PAY0906,O0906,UPI,Pending,4753.8
PAY0907,O0907,Cash,Pending,12756.6
PAY0908,O0908,Card,Pending,17318.5
PAY0909,O0909,Card,Pending,13660.05
PAY0910,O0910,Net Banking,Paid,8079.25
PAY0911,O0911,Cash,Pending,529.15
PAY0912,O0912,Cash,Paid,5824.2
PAY0913,O0913,UPI,Pending,7937.3
PAY0914,O0914,Card,Paid,9772
PAY0915,O0915,Cash,Pending,6555.0
PAY0916,O0916,Card,Paid,13192.2
PAY0917,O0917,Card,Paid,1820
PAY0918,O0918,UPI,Paid,1282.65
PAY0919,O0919,Cash,Pending,11278.65
PAY0920,O0920,Card,Pending,12652
PAY0921,O0921,UPI,Pending,5616.0
PAY0922,O0922,Cash,Paid,1077.8
PAY0923,O0923,Net Banking,Paid,13428
PAY0924,O0924,Card,Paid,2878.2
PAY0925,O0925,Net Banking,Paid,6396.25
PAY0926,O0926,Net Banking,Pending,10072.5
PAY0927,O0927,UPI,Pending,14177.8
PAY0928,O0928,Card,Paid,10633.35
PAY0929,O0929,Cash,Paid,1918.8
PAY0930,O0930,Card,Pending,6562.8
PAY0931,O0931,Net Banking,Pending,4232.25
PAY0932,O0932,Card,Paid,7545
PAY0933,O0933,Cash,Pending,2882.7
PAY0934,O0934,Card,Pending,13192.2
PAY0935,O0935,Net Banking,Paid,17193.6
PAY0936,O0936,Net Banking,Pending,1430.55
PAY0937,O0937,Cash,Paid,13509.0
PAY0938,O0938,Card,Paid,7550
PAY0939,O0939,Net Banking,Paid,15874.6
PAY0940,O0940,Card,Paid,7519.1
PAY0941,O0941,Cash,Paid,11092.5
PAY0942,O0942,Card,Paid,22800.0
PAY0943,O0943,Net Banking,Paid,2244
PAY0944,O0944,UPI,Paid,3281.4
PAY0945,O0945,Cash,Paid,5130.6
PAY0946,O0946,Net Banking,Pending,9552
PAY0947,O0947,Card,Pending,14233.5
PAY0948,O0948,Cash,Paid,5593.6
PAY0949,O0949,UPI,Paid,11343.0
PAY0950,O0950,Cash,Paid,13800
PAY0951,O0951,Net Banking,Pending,2565.3
PAY0952,O0952,Cash,Paid,3847.95
PAY0953,O0953,UPI,Pending,19145
PAY0954,O0954,UPI,Paid,4300.65
PAY0955,O0955,Card,Pending,4800
PAY0956,O0956,UPI,Pending,16320.0
PAY0957,O0957,UPI,Paid,3482.7
PAY0958,O0958,UPI,Pending,4641.7
PAY0959,O0959,Card,Pending,19575.0
PAY0960,O0960,UPI,Pending,1907.4
PAY0961,O0961,Card,Pending,5693.4
PAY0962,O0962,Cash,Pending,2376.9
PAY0963,O0963,Card,Pending,1009.8
PAY0964,O0964,UPI,Paid,4797.0
PAY0965,O0965,Card,Pending,2642.4
PAY0966,O0966,Cash,Paid,5377.1
PAY0967,O0967,Net Banking,Paid,2376.9
PAY0968,O0968,Net Banking,Pending,12406.5
PAY0969,O0969,Cash,Paid,8836.2
PAY0970,O0970,UPI,Pending,6210.0
PAY0971,O0971,Net Banking,Paid,16542.0
PAY0972,O0972,UPI,Pending,8079.25
PAY0973,O0973,Card,Paid,22090.5
PAY0974,O0974,UPI,Pending,15815
PAY0975,O0975,Net Banking,Pending,8748
PAY0976,O0976,Net Banking,Paid,4289.25
PAY0977,O0977,Cash,Pending,8181.4
PAY0978,O0978,UPI,Pending,1456.05
PAY0979,O0979,UPI,Pending,12730.0
PAY0980,O0980,UPI,Paid,9763.95
PAY0981,O0981,Net Banking,Paid,13612.75
PAY0982,O0982,Net Banking,Pending,13110.0
PAY0983,O0983,Net Banking,Pending,2210.85
PAY0984,O0984,Card,Paid,6509.4
PAY0985,O0985,Card,Paid,1911.6
PAY0986,O0986,UPI,Paid,2005.2
PAY0987,O0987,UPI,Pending,10758.75
PAY0988,O0988,Cash,Pending,13248.0
PAY0989,O0989,Net Banking,Pending,8105.4
PAY0990,O0990,Cash,Paid,5049.0
PAY0991,O0991,UPI,Paid,5316.75
PAY0992,O0992,Net Banking,Pending,3646
PAY0993,O0993,Card,Paid,16612.4
PAY0994,O0994,Cash,Pending,1898.9
PAY0995,O0995,UPI,Paid,7223.8
PAY0996,O0996,Cash,Paid,6624.0
PAY0997,O0997,Cash,Paid,4641.7
PAY0998,O0998,Cash,Pending,13785
PAY0999,O0999,Cash,Pending,2644
PAY1000,O1000,UPI,Pending,3190.05
