Lead_ID,Lead_Date,Region,Team,Sales_Rep,Segment,Source,Stage,Deal_Value,Probability,Close_Date
1304,2026-05-05,South,Team D,Rep 1,Consumer,Email,Closed Won,1337,1.0,2026-06-02
1305,2025-10-24,North,Team D,Rep 2,Consumer,Email,Lead,16884,0.1,
1306,2025-03-18,North,Team A,Rep 8,Consumer,Referral,Lead,19369,0.1,
1307,2025-06-14,North,Team B,Rep 3,Consumer,Email,Qualified,18610,0.25,
1308,2025-10-30,South,Team A,Rep 3,Consumer,Email,Qualified,20080,0.25,
1309,2025-06-22,North,Team B,Rep 7,Consumer,Google,Proposal,20169,0.5,
1310,2025-03-01,West,Team C,Rep 2,Home Office,LinkedIn,Qualified,15259,0.25,
1311,2025-12-30,North,Team B,Rep 5,Corporate,Facebook,Lead,13225,0.1,
1312,2026-01-03,East,Team A,Rep 3,Corporate,Google,Lead,21493,0.1,
1313,2025-03-06,East,Team C,Rep 2,Home Office,LinkedIn,Closed Won,9026,1.0,2025-06-22
1314,2025-06-03,South,Team A,Rep 8,Consumer,Google,Proposal,2898,0.5,
1315,2025-05-14,West,Team A,Rep 2,Corporate,Facebook,Proposal,18923,0.5,
1316,2025-12-27,North,Team A,Rep 1,Home Office,Email,Negotiation,7260,0.75,
1317,2026-02-03,North,Team A,Rep 6,Corporate,Google,Negotiation,24481,0.75,
1318,2026-02-01,South,Team B,Rep 7,Corporate,Referral,Lead,10647,0.1,
1319,2026-05-28,North,Team D,Rep 2,Consumer,LinkedIn,Qualified,21368,0.25,
1320,2026-02-24,South,Team D,Rep 6,Consumer,Referral,Proposal,1540,0.5,
1321,2025-06-25,South,Team A,Rep 5,Consumer,Email,Qualified,16651,0.25,
1322,2025-02-28,West,Team A,Rep 7,Consumer,Email,Closed Won,11481,1.0,2025-04-14
1323,2025-12-02,South,Team B,Rep 2,Home Office,Google,Qualified,11833,0.25,
1324,2026-05-16,West,Team C,Rep 8,Corporate,Email,Negotiation,6997,0.75,
1325,2026-06-17,West,Team C,Rep 5,Corporate,Google,Closed Won,24294,1.0,2026-09-11
1326,2025-05-06,West,Team D,Rep 7,Home Office,Referral,Proposal,10122,0.5,
1327,2025-05-10,North,Team B,Rep 3,Consumer,Facebook,Closed Won,21336,1.0,2025-08-04
1328,2025-01-21,West,Team A,Rep 8,Consumer,Google,Proposal,10915,0.5,
1329,2025-03-19,East,Team A,Rep 6,Corporate,LinkedIn,Closed Won,1682,1.0,2025-04-29
1330,2025-10-30,West,Team A,Rep 2,Home Office,Email,Qualified,22045,0.25,
1331,2025-10-26,South,Team A,Rep 8,Corporate,Referral,Qualified,5035,0.25,
1332,2025-07-22,West,Team D,Rep 7,Home Office,Facebook,Proposal,7123,0.5,
1333,2025-06-19,East,Team B,Rep 3,Consumer,Referral,Lead,21597,0.1,
1334,2026-03-30,North,Team D,Rep 5,Home Office,LinkedIn,Qualified,22396,0.25,
1335,2025-09-09,South,Team C,Rep 4,Consumer,Email,Closed Won,22960,1.0,2025-10-09
1336,2026-03-18,North,Team C,Rep 5,Consumer,LinkedIn,Proposal,10936,0.5,
1337,2026-06-10,West,Team B,Rep 8,Corporate,Email,Lead,19045,0.1,
1338,2025-06-23,South,Team D,Rep 8,Consumer,Google,Qualified,8531,0.25,
1339,2025-04-21,North,Team A,Rep 2,Home Office,Referral,Lead,18639,0.1,
1340,2026-06-05,East,Team A,Rep 8,Home Office,Referral,Lead,12811,0.1,
1341,2025-12-13,South,Team B,Rep 4,Corporate,Referral,Closed Won,1772,1.0,2026-03-08
1342,2025-06-08,North,Team B,Rep 6,Consumer,Google,Qualified,10734,0.25,
1343,2025-12-06,West,Team C,Rep 7,Consumer,Google,Qualified,11959,0.25,
1344,2025-10-09,West,Team C,Rep 4,Corporate,Facebook,Proposal,6805,0.5,
1345,2026-05-10,East,Team C,Rep 4,Corporate,Referral,Lead,9674,0.1,
1346,2025-05-20,East,Team B,Rep 4,Home Office,Google,Lead,12815,0.1,
1347,2026-06-26,South,Team B,Rep 7,Corporate,LinkedIn,Negotiation,1717,0.75,
1348,2026-05-27,East,Team D,Rep 4,Consumer,Facebook,Proposal,4219,0.5,
1349,2025-04-09,East,Team A,Rep 3,Consumer,LinkedIn,Closed Lost,19286,0.0,2025-04-26
1350,2025-03-31,North,Team C,Rep 3,Home Office,Facebook,Proposal,9122,0.5,
1351,2025-10-19,North,Team C,Rep 2,Consumer,LinkedIn,Qualified,15405,0.25,
1352,2025-01-25,South,Team D,Rep 4,Home Office,Email,Negotiation,14361,0.75,
1353,2025-06-13,South,Team C,Rep 1,Consumer,Email,Closed Won,14004,1.0,2025-08-14
1354,2025-08-26,North,Team B,Rep 1,Home Office,Facebook,Negotiation,10628,0.75,
1355,2026-06-14,North,Team B,Rep 6,Home Office,Google,Closed Lost,12341,0.0,2026-09-29
1356,2026-06-26,West,Team B,Rep 1,Corporate,LinkedIn,Negotiation,20685,0.75,
1357,2025-03-24,South,Team B,Rep 5,Consumer,Facebook,Closed Won,24143,1.0,2025-06-19
1358,2026-05-02,East,Team A,Rep 7,Home Office,Email,Lead,6789,0.1,
1359,2025-02-19,East,Team C,Rep 6,Consumer,Facebook,Negotiation,16902,0.75,
1360,2026-02-13,East,Team A,Rep 4,Corporate,Google,Qualified,24259,0.25,
1361,2026-04-07,East,Team C,Rep 2,Home Office,Google,Proposal,685,0.5,
1362,2026-05-02,South,Team D,Rep 8,Home Office,LinkedIn,Proposal,19725,0.5,
1363,2025-05-02,West,Team D,Rep 7,Consumer,Facebook,Closed Lost,12672,0.0,2025-08-03
1364,2026-05-03,South,Team A,Rep 5,Home Office,LinkedIn,Closed Lost,24206,0.0,2026-05-19
1365,2025-03-05,West,Team D,Rep 1,Consumer,LinkedIn,Qualified,14667,0.25,
1366,2025-10-11,South,Team A,Rep 1,Home Office,LinkedIn,Negotiation,21034,0.75,
1367,2025-09-14,North,Team B,Rep 3,Corporate,Google,Negotiation,4567,0.75,
1368,2025-06-22,West,Team A,Rep 2,Consumer,Referral,Qualified,3981,0.25,
1369,2025-01-13,North,Team A,Rep 7,Corporate,Facebook,Lead,23201,0.1,
1370,2026-02-26,West,Team A,Rep 2,Consumer,LinkedIn,Lead,13398,0.1,
1371,2025-07-03,North,Team A,Rep 3,Home Office,Email,Negotiation,14179,0.75,
1372,2025-12-28,North,Team D,Rep 8,Consumer,Email,Qualified,4664,0.25,
1373,2025-08-12,East,Team A,Rep 7,Consumer,Referral,Closed Lost,6054,0.0,2025-09-10
1374,2025-07-24,West,Team B,Rep 2,Corporate,Google,Qualified,20546,0.25,
1375,2026-04-29,South,Team C,Rep 4,Home Office,LinkedIn,Closed Lost,7931,0.0,2026-06-06
1376,2025-02-21,North,Team D,Rep 5,Corporate,LinkedIn,Qualified,14811,0.25,
1377,2026-02-07,North,Team D,Rep 6,Corporate,LinkedIn,Closed Won,8255,1.0,2026-03-19
1378,2026-02-12,West,Team A,Rep 8,Corporate,Facebook,Lead,6954,0.1,
1379,2025-07-27,East,Team D,Rep 7,Home Office,Email,Proposal,4567,0.5,
1380,2025-05-24,North,Team C,Rep 8,Corporate,Email,Closed Won,23275,1.0,2025-06-21
1381,2025-01-03,South,Team A,Rep 1,Home Office,Referral,Closed Won,23531,1.0,2025-04-29
1382,2026-05-27,South,Team B,Rep 2,Home Office,Facebook,Closed Won,3322,1.0,2026-06-21
1383,2026-06-02,North,Team D,Rep 5,Home Office,Google,Lead,9154,0.1,
1384,2025-05-12,West,Team B,Rep 1,Home Office,Google,Qualified,14314,0.25,
1385,2025-01-18,East,Team A,Rep 3,Home Office,Email,Lead,9890,0.1,
1386,2025-03-09,North,Team D,Rep 2,Consumer,Google,Lead,18165,0.1,
1387,2025-02-06,East,Team D,Rep 8,Home Office,Email,Negotiation,6875,0.75,
1388,2026-03-30,South,Team D,Rep 1,Home Office,Email,Negotiation,1941,0.75,
1389,2026-05-02,North,Team D,Rep 2,Consumer,Email,Negotiation,8754,0.75,
1390,2025-03-25,South,Team D,Rep 2,Home Office,Referral,Closed Won,15147,1.0,2025-06-20
1391,2026-02-12,North,Team B,Rep 2,Consumer,Google,Negotiation,4925,0.75,
1392,2025-04-08,North,Team A,Rep 5,Corporate,Referral,Closed Won,20489,1.0,2025-06-20
1393,2025-07-20,West,Team C,Rep 3,Home Office,Google,Lead,800,0.1,
1394,2025-11-24,East,Team A,Rep 8,Consumer,Facebook,Lead,2154,0.1,
1395,2026-01-29,North,Team B,Rep 3,Corporate,LinkedIn,Proposal,12966,0.5,
1396,2026-04-23,West,Team C,Rep 5,Home Office,Referral,Closed Won,13049,1.0,2026-07-07
1397,2025-01-25,East,Team D,Rep 6,Corporate,Google,Lead,7724,0.1,
1398,2025-04-18,West,Team B,Rep 6,Home Office,Email,Proposal,6834,0.5,
1399,2025-06-03,East,Team B,Rep 7,Consumer,Facebook,Negotiation,2210,0.75,
1400,2025-06-19,South,Team C,Rep 2,Home Office,Referral,Lead,16741,0.1,
1401,2026-06-29,East,Team A,Rep 5,Home Office,Google,Qualified,9786,0.25,
1402,2026-03-01,East,Team C,Rep 7,Home Office,Referral,Closed Won,3407,1.0,2026-04-01
1403,2025-06-24,East,Team C,Rep 7,Consumer,Google,Negotiation,10296,0.75,
1404,2026-06-15,North,Team C,Rep 5,Home Office,Email,Lead,23457,0.1,
1405,2025-09-30,South,Team B,Rep 6,Corporate,Referral,Closed Won,6900,1.0,2025-11-10
1406,2025-10-01,North,Team D,Rep 7,Corporate,LinkedIn,Qualified,22420,0.25,
1407,2025-08-25,South,Team B,Rep 5,Corporate,LinkedIn,Closed Won,6839,1.0,2025-11-08
1408,2025-03-20,North,Team C,Rep 8,Corporate,Referral,Qualified,5056,0.25,
1409,2026-05-26,North,Team B,Rep 2,Corporate,Email,Proposal,6885,0.5,
1410,2025-01-08,West,Team A,Rep 3,Corporate,Referral,Qualified,8420,0.25,
1411,2025-04-06,North,Team C,Rep 1,Consumer,Facebook,Lead,3454,0.1,
1412,2025-05-06,West,Team A,Rep 1,Home Office,Referral,Closed Won,14897,1.0,2025-06-15
1413,2025-06-02,North,Team D,Rep 4,Consumer,Email,Lead,8669,0.1,
1414,2025-03-13,West,Team C,Rep 2,Consumer,Google,Lead,18092,0.1,
1415,2025-01-10,South,Team B,Rep 4,Corporate,LinkedIn,Qualified,12529,0.25,
1416,2026-01-06,East,Team B,Rep 4,Corporate,Email,Negotiation,11345,0.75,
1417,2026-06-14,South,Team C,Rep 5,Corporate,Email,Closed Won,12039,1.0,2026-09-07
1418,2025-03-08,South,Team B,Rep 8,Home Office,Referral,Closed Lost,4329,0.0,2025-03-19
1419,2025-06-11,South,Team B,Rep 7,Consumer,Email,Qualified,17965,0.25,
1420,2025-10-04,East,Team B,Rep 4,Consumer,LinkedIn,Qualified,3051,0.25,
1421,2026-05-22,South,Team B,Rep 3,Corporate,Referral,Lead,18177,0.1,
1422,2026-01-15,East,Team D,Rep 7,Home Office,LinkedIn,Proposal,24994,0.5,
1423,2026-02-23,West,Team A,Rep 1,Corporate,Google,Closed Lost,19217,0.0,2026-03-10
1424,2025-11-14,South,Team D,Rep 5,Corporate,Google,Negotiation,11656,0.75,
1425,2025-08-16,South,Team B,Rep 4,Corporate,LinkedIn,Proposal,8204,0.5,
1426,2025-04-20,North,Team C,Rep 2,Home Office,Google,Qualified,21877,0.25,
1427,2026-04-17,South,Team A,Rep 5,Corporate,Google,Closed Won,6801,1.0,2026-07-15
1428,2026-03-16,North,Team B,Rep 3,Home Office,Email,Qualified,12318,0.25,
1429,2025-01-14,North,Team D,Rep 2,Home Office,LinkedIn,Lead,19386,0.1,
1430,2026-01-26,West,Team B,Rep 6,Consumer,LinkedIn,Qualified,23097,0.25,
1431,2025-02-16,North,Team A,Rep 2,Consumer,LinkedIn,Lead,23063,0.1,
1432,2026-02-08,South,Team C,Rep 6,Home Office,Email,Lead,2650,0.1,
1433,2026-03-27,West,Team A,Rep 2,Consumer,LinkedIn,Lead,22507,0.1,
1434,2025-03-13,West,Team B,Rep 4,Corporate,LinkedIn,Qualified,3293,0.25,
1435,2025-08-25,North,Team B,Rep 7,Consumer,Email,Proposal,14819,0.5,
1436,2025-03-09,North,Team C,Rep 2,Corporate,Referral,Qualified,23275,0.25,
1437,2025-11-06,South,Team C,Rep 7,Consumer,Google,Qualified,16542,0.25,
1438,2026-05-22,East,Team C,Rep 6,Corporate,Google,Closed Lost,23713,0.0,2026-08-06
1439,2025-02-14,West,Team D,Rep 8,Home Office,LinkedIn,Negotiation,8936,0.75,
1440,2025-08-06,North,Team A,Rep 2,Home Office,Google,Proposal,8210,0.5,
1441,2026-06-16,North,Team B,Rep 6,Home Office,Google,Qualified,8492,0.25,
1442,2025-06-14,South,Team A,Rep 8,Consumer,Facebook,Closed Won,9201,1.0,2025-06-25
1443,2025-03-14,West,Team A,Rep 7,Corporate,Referral,Lead,17228,0.1,
1444,2025-09-24,North,Team A,Rep 2,Consumer,Referral,Qualified,11585,0.25,
1445,2025-10-05,South,Team C,Rep 7,Home Office,Email,Closed Won,18567,1.0,2026-01-21
1446,2025-12-28,North,Team D,Rep 1,Home Office,LinkedIn,Proposal,10695,0.5,
1447,2025-06-21,North,Team D,Rep 5,Consumer,Email,Negotiation,8039,0.75,
1448,2026-06-06,West,Team C,Rep 4,Corporate,Facebook,Proposal,5156,0.5,
1449,2025-10-12,North,Team D,Rep 5,Corporate,Referral,Proposal,14000,0.5,
1450,2025-06-06,South,Team A,Rep 5,Corporate,Email,Qualified,22510,0.25,
1451,2026-06-09,West,Team D,Rep 1,Corporate,Facebook,Lead,21544,0.1,
1452,2026-05-20,East,Team D,Rep 5,Consumer,Facebook,Qualified,6706,0.25,
1453,2025-09-30,North,Team A,Rep 8,Corporate,LinkedIn,Lead,12202,0.1,
1454,2025-01-14,South,Team B,Rep 4,Corporate,Google,Closed Won,17779,1.0,2025-01-21
1455,2025-11-22,West,Team D,Rep 3,Home Office,Google,Qualified,15504,0.25,
1456,2025-10-31,South,Team B,Rep 8,Home Office,Referral,Proposal,2145,0.5,
1457,2025-03-22,East,Team D,Rep 1,Home Office,Google,Closed Won,14980,1.0,2025-07-14
1458,2025-12-13,East,Team D,Rep 4,Consumer,LinkedIn,Negotiation,1449,0.75,
1459,2026-04-05,East,Team B,Rep 5,Home Office,Email,Qualified,3354,0.25,
1460,2025-02-27,North,Team A,Rep 4,Corporate,Facebook,Qualified,16516,0.25,
1461,2026-01-30,West,Team B,Rep 8,Corporate,Referral,Closed Lost,3012,0.0,2026-04-29
1462,2025-03-18,West,Team A,Rep 4,Home Office,Referral,Negotiation,8805,0.75,
1463,2026-02-13,North,Team B,Rep 8,Home Office,LinkedIn,Closed Won,14916,1.0,2026-06-11
1464,2025-08-17,West,Team C,Rep 1,Consumer,Facebook,Closed Won,16558,1.0,2025-12-09
1465,2025-01-04,West,Team B,Rep 6,Corporate,Email,Negotiation,11420,0.75,
1466,2026-06-12,East,Team A,Rep 5,Home Office,Referral,Lead,2803,0.1,
1467,2025-04-01,South,Team B,Rep 2,Corporate,LinkedIn,Proposal,20078,0.5,
1468,2025-11-22,South,Team C,Rep 2,Consumer,Facebook,Lead,23771,0.1,
1469,2025-04-10,West,Team A,Rep 6,Corporate,Google,Proposal,22273,0.5,
1470,2026-05-25,North,Team A,Rep 6,Home Office,LinkedIn,Closed Lost,18838,0.0,2026-07-06
1471,2026-02-08,West,Team D,Rep 5,Consumer,Google,Proposal,10354,0.5,
1472,2026-03-16,West,Team A,Rep 1,Home Office,Referral,Qualified,21968,0.25,
1473,2025-08-24,East,Team B,Rep 5,Home Office,Email,Lead,12460,0.1,
1474,2025-09-13,South,Team A,Rep 8,Home Office,Facebook,Closed Lost,3843,0.0,2025-12-14
1475,2025-12-13,East,Team A,Rep 1,Consumer,Email,Lead,21338,0.1,
1476,2026-03-05,North,Team B,Rep 4,Consumer,LinkedIn,Lead,8343,0.1,
1477,2026-04-08,West,Team C,Rep 4,Corporate,LinkedIn,Lead,23498,0.1,
1478,2025-01-10,South,Team A,Rep 8,Corporate,Referral,Lead,9524,0.1,
1479,2025-12-29,North,Team A,Rep 3,Corporate,Google,Qualified,21800,0.25,
1480,2025-03-01,West,Team A,Rep 4,Home Office,Email,Proposal,13660,0.5,
1481,2025-06-07,East,Team C,Rep 6,Home Office,Google,Qualified,11951,0.25,
1482,2026-03-29,East,Team D,Rep 1,Consumer,Email,Lead,7773,0.1,
1483,2025-05-17,North,Team A,Rep 7,Home Office,LinkedIn,Lead,20974,0.1,
1484,2026-03-12,West,Team B,Rep 7,Consumer,LinkedIn,Qualified,1985,0.25,
1485,2025-09-10,East,Team B,Rep 6,Corporate,Referral,Lead,11987,0.1,
1486,2025-05-08,West,Team B,Rep 6,Consumer,Facebook,Negotiation,9537,0.75,
1487,2025-07-02,West,Team A,Rep 6,Corporate,Facebook,Lead,13813,0.1,
1488,2025-10-17,North,Team A,Rep 7,Home Office,Email,Qualified,6736,0.25,
1489,2026-02-22,North,Team C,Rep 8,Corporate,Google,Qualified,16782,0.25,
1490,2025-11-27,West,Team B,Rep 4,Home Office,Google,Qualified,9955,0.25,
1491,2026-05-25,East,Team B,Rep 4,Consumer,LinkedIn,Lead,5109,0.1,
1492,2026-04-19,South,Team B,Rep 6,Corporate,LinkedIn,Lead,5325,0.1,
1493,2026-02-16,South,Team D,Rep 2,Corporate,Email,Closed Won,17564,1.0,2026-03-18
1494,2025-11-26,East,Team C,Rep 7,Home Office,Facebook,Lead,6916,0.1,
1495,2025-06-08,West,Team B,Rep 7,Home Office,Google,Proposal,8027,0.5,
1496,2025-08-14,North,Team A,Rep 6,Corporate,Facebook,Qualified,15860,0.25,
1497,2025-03-06,East,Team D,Rep 3,Consumer,Email,Qualified,8579,0.25,
1498,2025-07-24,West,Team D,Rep 3,Corporate,Referral,Qualified,10009,0.25,
1499,2026-05-21,South,Team A,Rep 4,Consumer,LinkedIn,Negotiation,6489,0.75,
1500,2025-08-21,South,Team D,Rep 6,Corporate,Google,Closed Won,8961,1.0,2025-10-20
