Order_ID,Customer_ID,Product_ID,Order_Date,Quantity,Discount,Sales,Profit,Profit_Margin,Discount_Amount,Net_Sales
O0271,C075,P013,2026-04-15,2,0.15,2067.2,617.2,29.856811145510843,310.08,1757.12
O0272,C163,P041,2025-03-10,3,0.0,14727.0,6036.0,40.985944184151556,0.0,14727.0
O0273,C103,P039,2026-03-20,3,0.1,7948.8,3121.8,39.27385265700483,794.8800000000001,7153.92
O0274,C059,P038,2025-04-02,1,0.15,2537.25,598.25,23.57867770223667,380.5875,2156.6625
O0275,C079,P005,2026-04-27,3,0.0,11193.0,3708.0,33.127847761994104,0.0,11193.0
O0276,C115,P003,2026-02-03,5,0.1,19903.5,3948.5,19.838219408646722,1990.3500000000001,17913.15
O0277,C088,P016,2026-05-19,2,0.0,5688.0,1532.0,26.933895921237692,0.0,5688.0
O0278,C058,P043,2025-10-22,2,0.05,5065.4,1355.4,26.758005290796387,253.26999999999998,4812.129999999999
O0279,C069,P009,2026-06-10,5,0.0,8565.0,3530.0,41.21424401634559,0.0,8565.0
O0280,C145,P026,2026-01-28,2,0.1,1560.6,180.6,11.572472126105344,156.06,1404.54
O0281,C177,P007,2025-10-29,1,0.0,4793.0,1979.0,41.28938034633841,0.0,4793.0
O0282,C130,P048,2025-10-03,3,0.0,10350.0,4440.0,42.89855072463768,0.0,10350.0
O0283,C165,P031,2025-07-31,5,0.05,22800.0,3845.0,16.864035087719298,1140.0,21660.0
O0284,C126,P049,2026-04-08,4,0.0,5940.0,2040.0,34.34343434343434,0.0,5940.0
O0285,C159,P032,2025-08-11,5,0.1,10053.0,4468.0,44.44444444444444,1005.3000000000001,9047.7
O0286,C082,P009,2025-10-13,5,0.15,7280.25,2245.25,30.840287078053642,1092.0375,6188.2125
O0287,C044,P013,2025-08-19,2,0.1,2188.8,738.8,33.75365497076023,218.88000000000002,1969.92
O0288,C020,P007,2025-03-09,3,0.1,12941.1,4499.1,34.76597816259824,1294.1100000000001,11646.99
O0289,C186,P050,2025-02-15,2,0.0,2644.0,1028.0,38.88048411497731,0.0,2644.0
O0290,C093,P013,2025-03-20,4,0.05,4620.8,1720.8,37.24030470914127,231.04000000000002,4389.76
O0291,C087,P048,2025-09-27,5,0.1,15525.0,5675.0,36.553945249597426,1552.5,13972.5
O0292,C115,P014,2025-01-25,1,0.0,557.0,203.0,36.44524236983842,0.0,557.0
O0293,C130,P021,2026-04-22,1,0.05,2641.95,1008.95,38.18959480686615,132.0975,2509.8525
O0294,C113,P049,2025-11-29,5,0.15,6311.25,1436.25,22.756981580510992,946.6875,5364.5625
O0295,C143,P004,2025-03-31,5,0.15,20714.5,2099.5,10.135412392285598,3107.1749999999997,17607.325
O0296,C117,P018,2025-02-12,5,0.1,16515.0,7255.0,43.929760823493794,1651.5,14863.5
O0297,C008,P043,2025-02-16,1,0.0,2666.0,811.0,30.420105026256568,0.0,2666.0
O0298,C073,P006,2025-02-02,2,0.15,1077.8,211.8,19.651141213583227,161.67,916.13
O0299,C055,P007,2025-02-01,4,0.1,17254.8,5998.8,34.76597816259824,1725.48,15529.32
O0300,C009,P001,2025-08-23,5,0.05,20662.5,7647.5,37.01149425287356,1033.125,19629.375
O0301,C165,P016,2025-04-29,5,0.0,14220.0,3830.0,26.933895921237692,0.0,14220.0
O0302,C080,P018,2026-01-07,2,0.0,7340.0,3636.0,49.536784741144416,0.0,7340.0
O0303,C054,P032,2025-10-04,2,0.1,4021.2,1787.2,44.44444444444445,402.12,3619.08
O0304,C157,P035,2026-02-03,4,0.0,11744.0,5184.0,44.141689373297005,0.0,11744.0
O0305,C036,P026,2026-05-23,1,0.0,867.0,177.0,20.415224913494807,0.0,867.0
O0306,C126,P013,2025-06-23,1,0.05,1155.2,430.2,37.24030470914127,57.760000000000005,1097.44
O0307,C166,P044,2025-10-29,1,0.0,3350.0,1330.0,39.701492537313435,0.0,3350.0
O0308,C147,P039,2025-01-04,2,0.15,5004.8,1786.8,35.70172634271099,750.72,4254.08
O0309,C032,P047,2025-08-04,3,0.0,4836.0,1860.0,38.46153846153847,0.0,4836.0
O0310,C063,P039,2025-08-28,4,0.0,11776.0,5340.0,45.346467391304344,0.0,11776.0
O0311,C062,P043,2025-06-01,1,0.0,2666.0,811.0,30.420105026256568,0.0,2666.0
O0312,C155,P012,2026-02-06,4,0.0,17904.0,5204.0,29.066130473637173,0.0,17904.0
O0313,C170,P044,2026-05-15,2,0.05,6365.0,2325.0,36.52788688138256,318.25,6046.75
O0314,C050,P010,2025-09-23,1,0.0,3203.0,1023.0,31.938807368092416,0.0,3203.0
O0315,C186,P006,2025-10-27,3,0.1,1711.8,412.8,24.114966701717492,171.18,1540.62
O0316,C029,P023,2026-06-10,4,0.0,14584.0,3264.0,22.38069116840373,0.0,14584.0
O0317,C107,P044,2025-04-19,3,0.1,9045.0,2985.0,33.001658374792704,904.5,8140.5
O0318,C132,P024,2026-04-15,3,0.15,3182.4,1193.4,37.5,477.36,2705.04
O0319,C033,P007,2026-01-27,2,0.05,9106.7,3478.7,38.199347732987796,455.33500000000004,8651.365000000002
O0320,C198,P029,2026-03-10,1,0.05,532.95,138.95,26.071864152359502,26.647500000000004,506.30250000000007
O0321,C040,P031,2025-06-10,5,0.0,24000.0,5045.0,21.020833333333332,0.0,24000.0
O0322,C060,P021,2026-01-06,3,0.05,7925.85,3026.85,38.18959480686614,396.2925,7529.557500000001
O0323,C055,P005,2025-01-11,5,0.0,18655.0,6180.0,33.127847761994104,0.0,18655.0
O0324,C092,P011,2026-04-13,1,0.05,1398.4,260.4,18.621281464530888,69.92,1328.48
O0325,C110,P038,2025-02-13,4,0.0,11940.0,4184.0,35.04187604690117,0.0,11940.0
O0326,C128,P034,2025-02-24,4,0.05,5719.0,2359.0,41.2484700122399,285.95,5433.05
O0327,C125,P042,2025-02-27,1,0.15,2688.55,872.55,32.45429692585222,403.2825,2285.2675
O0328,C181,P002,2025-02-03,1,0.0,4886.0,2210.0,45.2312730249693,0.0,4886.0
O0329,C062,P003,2026-01-26,3,0.0,13269.0,3696.0,27.85439746778205,0.0,13269.0
O0330,C195,P007,2025-05-30,3,0.15,12222.15,3780.15,30.92868276039813,1833.3225,10388.8275
O0331,C177,P041,2026-06-12,2,0.1,8836.2,3042.2,34.428826871279504,883.6200000000001,7952.580000000001
O0332,C050,P027,2025-08-30,4,0.0,5004.0,2216.0,44.284572342126296,0.0,5004.0
O0333,C042,P035,2025-07-13,5,0.0,14680.0,6480.0,44.141689373297005,0.0,14680.0
O0334,C050,P041,2025-03-08,5,0.15,20863.25,6378.25,30.571699040178302,3129.4874999999997,17733.7625
O0335,C133,P037,2025-10-02,1,0.05,1138.1,511.1,44.90818030050084,56.905,1081.195
O0336,C041,P026,2026-02-23,1,0.0,867.0,177.0,20.415224913494807,0.0,867.0
O0337,C157,P005,2025-01-13,3,0.1,10073.7,2588.7,25.69760862443789,1007.3700000000001,9066.33
O0338,C149,P023,2026-01-15,5,0.1,16407.0,2257.0,13.756323520448587,1640.7,14766.3
O0339,C169,P016,2025-11-08,5,0.15,12087.0,1697.0,14.039877554397288,1813.05,10273.95
O0340,C135,P021,2026-04-29,1,0.15,2363.85,730.85,30.917782431203335,354.5775,2009.2725
O0341,C073,P009,2026-03-29,2,0.1,3083.4,1069.4,34.682493351495104,308.34000000000003,2775.06
O0342,C116,P037,2025-11-07,4,0.05,4552.4,2044.4,44.90818030050084,227.62,4324.78
O0343,C133,P031,2026-03-31,3,0.0,14400.0,3027.0,21.020833333333332,0.0,14400.0
O0344,C026,P023,2026-03-24,1,0.15,3099.1,269.1,8.683166080474978,464.86499999999995,2634.235
O0345,C141,P007,2026-06-20,1,0.0,4793.0,1979.0,41.28938034633841,0.0,4793.0
O0346,C128,P026,2026-02-23,4,0.15,2947.8,187.8,6.370852839405658,442.17,2505.63
O0347,C153,P034,2026-01-26,5,0.05,7148.75,2948.75,41.2484700122399,357.4375,6791.3125
O0348,C116,P023,2026-04-03,3,0.0,10938.0,2448.0,22.38069116840373,0.0,10938.0
O0349,C046,P019,2026-02-15,2,0.1,3276.0,566.0,17.277167277167276,327.6,2948.4
O0350,C015,P045,2025-07-05,2,0.0,9552.0,4742.0,49.64405360134003,0.0,9552.0
O0351,C155,P003,2025-09-24,5,0.0,22115.0,6160.0,27.85439746778205,0.0,22115.0
O0352,C055,P023,2025-02-26,1,0.0,3646.0,816.0,22.38069116840373,0.0,3646.0
O0353,C181,P041,2026-05-31,4,0.0,19636.0,8048.0,40.985944184151556,0.0,19636.0
O0354,C004,P010,2025-05-08,3,0.05,9128.55,2588.55,28.35663933483412,456.4275,8672.1225
O0355,C022,P028,2026-06-08,3,0.15,11717.25,3281.25,28.003584458810728,1757.5874999999999,9959.6625
O0356,C167,P049,2025-02-22,2,0.1,2673.0,723.0,27.048260381593714,267.3,2405.7
O0357,C118,P005,2025-01-30,1,0.05,3544.45,1049.45,29.608260802099057,177.2225,3367.2275
O0358,C114,P012,2025-06-17,2,0.05,8504.4,2154.4,25.332768919618083,425.22,8079.179999999999
O0359,C094,P040,2025-11-24,1,0.1,1911.6,471.6,24.67043314500942,191.16,1720.4399999999998
O0360,C079,P012,2025-12-17,3,0.05,12756.6,3231.6,25.332768919618076,637.83,12118.77
O0361,C072,P006,2025-02-02,2,0.0,1268.0,402.0,31.703470031545745,0.0,1268.0
O0362,C098,P036,2026-06-14,4,0.05,15010.0,2734.0,18.2145236508994,750.5,14259.5
O0363,C015,P045,2025-10-24,1,0.1,4298.4,1893.4,44.04894844593338,429.84,3868.5599999999995
O0364,C064,P018,2025-12-27,4,0.05,13946.0,6538.0,46.88082604330991,697.3000000000001,13248.7
O0365,C161,P035,2025-05-28,4,0.1,10569.6,4009.6,37.935210414774446,1056.96,9512.64
O0366,C032,P034,2026-02-24,5,0.05,7148.75,2948.75,41.2484700122399,357.4375,6791.3125
O0367,C058,P019,2025-09-24,3,0.05,5187.0,1122.0,21.631000578369,259.35,4927.65
O0368,C101,P029,2025-02-14,4,0.0,2244.0,668.0,29.76827094474153,0.0,2244.0
O0369,C037,P017,2025-10-04,1,0.1,1710.9,417.9,24.425740838155356,171.09000000000003,1539.81
O0370,C135,P028,2026-04-04,5,0.0,22975.0,8915.0,38.80304678998912,0.0,22975.0
O0371,C171,P041,2025-12-26,3,0.1,13254.3,4563.3,34.42882687127951,1325.43,11928.869999999999
O0372,C120,P002,2025-11-26,2,0.05,9283.4,3931.4,42.34870844733611,464.17,8819.23
O0373,C029,P025,2026-05-16,2,0.05,2025.4,803.4,39.66623876765083,101.27000000000001,1924.13
O0374,C031,P004,2026-06-20,3,0.0,14622.0,3453.0,23.615100533442757,0.0,14622.0
O0375,C125,P022,2025-03-10,1,0.15,3254.65,370.65,11.388321324873642,488.1975,2766.4525000000003
O0376,C034,P017,2026-03-31,4,0.0,7604.0,2432.0,31.98316675433982,0.0,7604.0
O0377,C072,P025,2025-05-09,5,0.1,4797.0,1742.0,36.31436314363143,479.70000000000005,4317.3
O0378,C179,P038,2025-04-19,2,0.0,5970.0,2092.0,35.04187604690117,0.0,5970.0
O0379,C050,P037,2025-01-08,2,0.05,2276.2,1022.2,44.90818030050084,113.81,2162.39
O0380,C101,P017,2025-01-01,4,0.15,6463.4,1291.4,19.98019618157626,969.5099999999999,5493.889999999999
O0381,C164,P045,2026-02-17,3,0.15,12178.8,4963.8,40.757710119223574,1826.82,10351.98
O0382,C093,P015,2025-03-28,3,0.05,6232.95,2764.95,44.36021466560778,311.64750000000004,5921.3025
O0383,C189,P029,2026-04-20,5,0.0,2805.0,835.0,29.76827094474153,0.0,2805.0
O0384,C146,P014,2025-03-29,5,0.05,2645.75,875.75,33.100255126145704,132.2875,2513.4625
O0385,C069,P043,2025-05-19,4,0.05,10130.8,2710.8,26.758005290796387,506.53999999999996,9624.259999999998
O0386,C193,P027,2025-12-28,4,0.15,4253.4,1465.4,34.45243804956036,638.0099999999999,3615.39
O0387,C039,P046,2025-03-10,4,0.15,14640.4,5436.4,37.132865222261685,2196.06,12444.34
O0388,C088,P027,2026-03-14,5,0.15,5316.75,1831.75,34.45243804956035,797.5124999999999,4519.2375
O0389,C029,P047,2025-05-18,4,0.05,6125.6,2157.6,35.22267206477732,306.28000000000003,5819.320000000001
O0390,C120,P009,2025-05-07,4,0.0,6852.0,2824.0,41.21424401634559,0.0,6852.0
O0391,C151,P047,2026-04-27,4,0.05,6125.6,2157.6,35.22267206477732,306.28000000000003,5819.320000000001
O0392,C086,P023,2025-12-06,4,0.0,14584.0,3264.0,22.38069116840373,0.0,14584.0
O0393,C102,P003,2025-12-06,2,0.05,8403.7,2021.7,24.057260492402154,420.18500000000006,7983.515
O0394,C098,P047,2026-04-22,3,0.0,4836.0,1860.0,38.46153846153847,0.0,4836.0
O0395,C142,P015,2025-05-15,5,0.1,9841.5,4061.5,41.269115480363766,984.1500000000001,8857.35
O0396,C118,P006,2025-11-25,3,0.15,1616.7,317.7,19.651141213583223,242.505,1374.1950000000002
O0397,C195,P005,2025-02-22,2,0.0,7462.0,2472.0,33.127847761994104,0.0,7462.0
O0398,C050,P018,2025-03-09,5,0.0,18350.0,9090.0,49.536784741144416,0.0,18350.0
O0399,C129,P017,2025-05-28,2,0.1,3421.8,835.8,24.425740838155356,342.18000000000006,3079.62
O0400,C037,P043,2025-06-24,4,0.05,10130.8,2710.8,26.758005290796387,506.53999999999996,9624.259999999998
O0401,C035,P015,2025-05-11,2,0.05,4155.3,1843.3,44.36021466560777,207.76500000000001,3947.5350000000003
O0402,C079,P047,2025-06-09,4,0.0,6448.0,2480.0,38.46153846153847,0.0,6448.0
O0403,C109,P032,2025-05-24,3,0.0,6702.0,3351.0,50.0,0.0,6702.0
O0404,C112,P009,2025-12-22,2,0.1,3083.4,1069.4,34.682493351495104,308.34000000000003,2775.06
O0405,C009,P041,2025-03-12,3,0.0,14727.0,6036.0,40.985944184151556,0.0,14727.0
O0406,C079,P009,2025-07-27,4,0.1,6166.8,2138.8,34.682493351495104,616.6800000000001,5550.12
O0407,C114,P022,2026-03-14,4,0.0,15316.0,3780.0,24.680073126142595,0.0,15316.0
O0408,C150,P010,2026-01-19,3,0.1,8648.1,2108.1,24.37645263121379,864.8100000000001,7783.29
O0409,C131,P050,2025-03-27,4,0.05,5023.6,1791.6,35.66366748944979,251.18000000000004,4772.42
O0410,C066,P038,2025-03-23,1,0.15,2537.25,598.25,23.57867770223667,380.5875,2156.6625
O0411,C092,P032,2025-12-31,1,0.0,2234.0,1117.0,50.0,0.0,2234.0
O0412,C098,P019,2025-02-12,4,0.0,7280.0,1860.0,25.549450549450547,0.0,7280.0
O0413,C056,P018,2025-06-03,5,0.05,17432.5,8172.5,46.88082604330991,871.625,16560.875
O0414,C142,P030,2025-12-12,4,0.1,5432.4,2256.4,41.53596936897136,543.24,4889.16
O0415,C089,P029,2025-11-25,1,0.1,504.9,110.9,21.964745494157263,50.49,454.40999999999997
O0416,C199,P021,2026-06-10,5,0.05,13209.75,5044.75,38.18959480686614,660.4875000000001,12549.2625
O0417,C065,P035,2025-10-15,5,0.05,13946.0,5746.0,41.20177828768106,697.3000000000001,13248.7
O0418,C031,P045,2026-05-27,4,0.05,18148.8,8528.8,46.99374063298951,907.44,17241.36
O0419,C192,P012,2025-09-29,4,0.15,15218.4,2518.4,16.548388792514327,2282.7599999999998,12935.64
O0420,C190,P046,2025-06-29,3,0.1,11626.2,4723.2,40.62548382102492,1162.6200000000001,10463.58
O0421,C184,P032,2025-10-24,3,0.15,5696.7,2345.7,41.17647058823529,854.505,4842.195
O0422,C152,P032,2025-12-28,4,0.1,8042.4,3574.4,44.44444444444445,804.24,7238.16
O0423,C127,P048,2026-06-22,5,0.15,14662.5,4812.5,32.82182438192668,2199.375,12463.125
O0424,C197,P035,2026-02-20,5,0.1,13212.0,5012.0,37.935210414774446,1321.2,11890.8
O0425,C102,P011,2026-01-30,1,0.05,1398.4,260.4,18.621281464530888,69.92,1328.48
O0426,C021,P013,2026-05-05,4,0.05,4620.8,1720.8,37.24030470914127,231.04000000000002,4389.76
O0427,C057,P022,2026-05-20,5,0.1,17230.5,2810.5,16.311192362380663,1723.0500000000002,15507.45
O0428,C054,P010,2026-04-07,5,0.0,16015.0,5115.0,31.938807368092416,0.0,16015.0
O0429,C007,P040,2025-06-18,2,0.1,3823.2,943.2,24.67043314500942,382.32,3440.8799999999997
O0430,C062,P005,2025-05-16,5,0.0,18655.0,6180.0,33.127847761994104,0.0,18655.0
O0431,C066,P001,2025-11-19,2,0.0,8700.0,3494.0,40.160919540229884,0.0,8700.0
O0432,C025,P008,2026-02-11,1,0.15,3968.65,1091.65,27.506834817885178,595.2975,3373.3525
O0433,C004,P040,2025-10-19,3,0.05,6053.4,1733.4,28.635147190008926,302.67,5750.73
O0434,C149,P007,2026-05-13,2,0.0,9586.0,3958.0,41.28938034633841,0.0,9586.0
O0435,C196,P017,2025-12-16,5,0.05,9029.75,2564.75,28.403333425620865,451.4875,8578.2625
O0436,C144,P014,2025-08-29,1,0.0,557.0,203.0,36.44524236983842,0.0,557.0
O0437,C147,P035,2026-03-03,2,0.0,5872.0,2592.0,44.141689373297005,0.0,5872.0
O0438,C152,P036,2025-12-26,4,0.0,15800.0,3524.0,22.303797468354432,0.0,15800.0
O0439,C153,P039,2025-06-23,5,0.1,13248.0,5203.0,39.27385265700483,1324.8000000000002,11923.2
O0440,C051,P019,2025-11-10,4,0.15,6188.0,768.0,12.411118293471235,928.1999999999999,5259.8
O0441,C152,P022,2026-03-11,2,0.1,6892.2,1124.2,16.311192362380663,689.22,6202.98
O0442,C036,P033,2025-07-09,1,0.0,3775.0,1384.0,36.66225165562914,0.0,3775.0
O0443,C176,P048,2025-04-18,1,0.05,3277.5,1307.5,39.89321128909229,163.875,3113.625
O0444,C052,P018,2026-03-15,3,0.1,9909.0,4353.0,43.929760823493794,990.9000000000001,8918.1
O0445,C138,P014,2026-02-08,1,0.15,473.45,119.45,25.22969690569226,71.0175,402.4325
O0446,C072,P037,2025-11-01,2,0.05,2276.2,1022.2,44.90818030050084,113.81,2162.39
O0447,C182,P005,2025-01-07,2,0.15,6342.7,1352.7,21.326879719993062,951.405,5391.295
O0448,C117,P019,2026-02-21,2,0.0,3640.0,930.0,25.549450549450547,0.0,3640.0
O0449,C162,P005,2026-03-29,5,0.0,18655.0,6180.0,33.127847761994104,0.0,18655.0
O0450,C006,P034,2025-05-06,4,0.05,5719.0,2359.0,41.2484700122399,285.95,5433.05
O0451,C075,P038,2025-03-16,1,0.05,2835.75,896.75,31.623027417790706,141.7875,2693.9625
O0452,C131,P050,2025-09-30,2,0.05,2511.8,895.8,35.66366748944979,125.59000000000002,2386.21
O0453,C022,P017,2026-02-14,4,0.0,7604.0,2432.0,31.98316675433982,0.0,7604.0
O0454,C120,P028,2026-04-19,4,0.05,17461.0,6213.0,35.58215451577802,873.0500000000001,16587.95
O0455,C097,P016,2026-05-02,4,0.1,10238.4,1926.4,18.81543991248633,1023.84,9214.56
O0456,C157,P023,2025-06-02,5,0.15,15495.5,1345.5,8.683166080474978,2324.325,13171.175
O0457,C009,P010,2025-10-13,5,0.1,14413.5,3513.5,24.376452631213795,1441.3500000000001,12972.15
O0458,C125,P049,2026-05-03,5,0.1,6682.5,1807.5,27.048260381593714,668.25,6014.25
O0459,C032,P009,2025-09-16,1,0.15,1456.05,449.05,30.840287078053642,218.4075,1237.6425
O0460,C175,P003,2025-01-17,2,0.05,8403.7,2021.7,24.057260492402154,420.18500000000006,7983.515
O0461,C138,P014,2025-04-08,4,0.05,2116.6,700.6,33.100255126145704,105.83,2010.77
O0462,C152,P046,2025-11-09,2,0.05,8181.4,3579.4,43.75045835676046,409.07,7772.33
O0463,C070,P015,2025-12-13,4,0.05,8310.6,3686.6,44.36021466560777,415.53000000000003,7895.070000000001
O0464,C178,P033,2025-04-22,4,0.05,14345.0,4781.0,33.32868595329383,717.25,13627.75
O0465,C056,P037,2026-02-20,5,0.05,5690.5,2555.5,44.90818030050083,284.52500000000003,5405.975
O0466,C134,P020,2025-07-29,4,0.1,13197.6,3993.6,30.260047281323878,1319.7600000000002,11877.84
O0467,C057,P019,2025-11-25,1,0.05,1729.0,374.0,21.631000578369,86.45,1642.55
O0468,C128,P046,2025-05-14,4,0.1,15501.6,6297.6,40.62548382102493,1550.16,13951.44
O0469,C172,P027,2025-04-11,4,0.05,4753.8,1965.8,41.35218141276452,237.69000000000003,4516.110000000001
O0470,C089,P014,2025-09-22,4,0.1,2005.2,589.2,29.3836026331538,200.52,1804.68
O0471,C180,P045,2025-07-28,4,0.05,18148.8,8528.8,46.99374063298951,907.44,17241.36
O0472,C102,P049,2025-04-16,2,0.1,2673.0,723.0,27.048260381593714,267.3,2405.7
O0473,C073,P029,2026-06-17,2,0.15,953.7,165.7,17.374436405578273,143.055,810.645
O0474,C096,P036,2025-01-30,4,0.1,14220.0,1944.0,13.670886075949367,1422.0,12798.0
O0475,C136,P002,2026-01-15,1,0.15,4153.1,1477.1,35.56620355878741,622.965,3530.135
O0476,C058,P032,2026-03-12,5,0.1,10053.0,4468.0,44.44444444444444,1005.3000000000001,9047.7
O0477,C028,P041,2026-06-09,2,0.05,9327.1,3533.1,37.879941246475326,466.355,8860.745
O0478,C162,P032,2025-02-14,5,0.0,11170.0,5585.0,50.0,0.0,11170.0
O0479,C167,P040,2025-01-28,3,0.1,5734.8,1414.8,24.670433145009415,573.48,5161.32
O0480,C056,P031,2026-06-03,5,0.0,24000.0,5045.0,21.020833333333332,0.0,24000.0
O0481,C177,P043,2025-03-05,2,0.05,5065.4,1355.4,26.758005290796387,253.26999999999998,4812.129999999999
O0482,C139,P025,2025-07-03,1,0.05,1012.7,401.7,39.66623876765083,50.635000000000005,962.065
O0483,C193,P044,2026-01-14,2,0.1,6030.0,1990.0,33.001658374792704,603.0,5427.0
O0484,C186,P029,2026-03-13,1,0.0,561.0,167.0,29.76827094474153,0.0,561.0
O0485,C175,P003,2025-07-03,2,0.1,7961.4,1579.4,19.838219408646722,796.14,7165.259999999999
O0486,C016,P008,2026-06-19,3,0.1,12606.3,3975.3,31.53423288355822,1260.63,11345.669999999998
O0487,C047,P006,2026-05-04,3,0.05,1806.9,507.9,28.108915822679727,90.34500000000001,1716.555
O0488,C186,P038,2025-08-05,5,0.0,14925.0,5230.0,35.04187604690117,0.0,14925.0
O0489,C014,P009,2025-12-31,4,0.1,6166.8,2138.8,34.682493351495104,616.6800000000001,5550.12
O0490,C076,P041,2025-01-01,3,0.05,13990.65,5299.65,37.879941246475326,699.5325,13291.1175
O0491,C052,P025,2025-10-07,1,0.15,906.1,295.1,32.568149210903876,135.915,770.1850000000001
O0492,C144,P049,2025-12-20,3,0.0,4455.0,1530.0,34.34343434343434,0.0,4455.0
O0493,C176,P037,2025-12-29,4,0.1,4312.8,1804.8,41.84752365052866,431.28000000000003,3881.52
O0494,C117,P030,2025-09-13,3,0.15,3847.95,1465.95,38.09690874361674,577.1925,3270.7574999999997
O0495,C127,P028,2025-03-10,2,0.0,9190.0,3566.0,38.80304678998912,0.0,9190.0
O0496,C155,P021,2026-06-16,1,0.15,2363.85,730.85,30.917782431203335,354.5775,2009.2725
O0497,C117,P034,2025-07-03,1,0.1,1354.5,514.5,37.98449612403101,135.45000000000002,1219.05
O0498,C125,P036,2025-01-16,5,0.05,18762.5,3417.5,18.2145236508994,938.125,17824.375
O0499,C186,P040,2026-01-27,4,0.15,7221.6,1461.6,20.239282153539378,1083.24,6138.360000000001
O0500,C050,P043,2026-05-13,4,0.15,9064.4,1644.4,18.14130003089008,1359.6599999999999,7704.74
O0501,C127,P034,2025-12-21,1,0.0,1505.0,665.0,44.18604651162791,0.0,1505.0
O0502,C163,P041,2026-04-10,4,0.15,16690.6,5102.6,30.571699040178306,2503.5899999999997,14187.009999999998
O0503,C096,P038,2026-01-13,5,0.1,13432.5,3737.5,27.82430671877908,1343.25,12089.25
O0504,C161,P009,2026-01-27,4,0.0,6852.0,2824.0,41.21424401634559,0.0,6852.0
O0505,C094,P019,2026-03-24,2,0.0,3640.0,930.0,25.549450549450547,0.0,3640.0
O0506,C162,P003,2025-10-02,3,0.1,11942.1,2369.1,19.83821940864672,1194.21,10747.89
O0507,C116,P044,2026-01-12,1,0.15,2847.5,827.5,29.06057945566286,427.125,2420.375
O0508,C100,P035,2025-09-09,4,0.0,11744.0,5184.0,44.141689373297005,0.0,11744.0
O0509,C003,P024,2025-03-12,3,0.15,3182.4,1193.4,37.5,477.36,2705.04
O0510,C133,P009,2025-12-15,1,0.15,1456.05,449.05,30.840287078053642,218.4075,1237.6425
O0511,C090,P026,2025-06-07,5,0.05,4118.25,668.25,16.226552540520853,205.91250000000002,3912.3375
O0512,C137,P025,2025-10-07,1,0.0,1066.0,455.0,42.68292682926829,0.0,1066.0
O0513,C103,P045,2025-02-14,5,0.1,21492.0,9467.0,44.04894844593337,2149.2000000000003,19342.8
O0514,C076,P034,2026-04-18,2,0.0,3010.0,1330.0,44.18604651162791,0.0,3010.0
O0515,C187,P046,2025-09-20,4,0.05,16362.8,7158.8,43.75045835676046,818.14,15544.66
O0516,C148,P048,2025-08-27,5,0.0,17250.0,7400.0,42.89855072463768,0.0,17250.0
O0517,C185,P046,2026-02-22,5,0.05,20453.5,8948.5,43.75045835676046,1022.6750000000001,19430.825
O0518,C043,P002,2025-02-15,5,0.0,24430.0,11050.0,45.2312730249693,0.0,24430.0
O0519,C114,P010,2025-04-21,4,0.0,12812.0,4092.0,31.938807368092416,0.0,12812.0
O0520,C188,P047,2025-02-27,5,0.05,7657.0,2697.0,35.22267206477733,382.85,7274.15
O0521,C112,P010,2026-05-14,4,0.1,11530.8,2810.8,24.376452631213795,1153.08,10377.72
O0522,C159,P012,2025-06-27,2,0.0,8952.0,2602.0,29.066130473637173,0.0,8952.0
O0523,C195,P024,2026-02-04,5,0.05,5928.0,2613.0,44.07894736842105,296.40000000000003,5631.6
O0524,C176,P021,2026-02-14,3,0.1,7508.7,2609.7,34.75568340724759,750.87,6757.83
O0525,C110,P027,2025-09-06,5,0.1,5629.5,2144.5,38.09396926902922,562.95,5066.55
O0526,C021,P024,2025-12-05,3,0.1,3369.6,1380.6,40.97222222222222,336.96000000000004,3032.64
O0527,C047,P015,2026-03-18,2,0.15,3717.9,1405.9,37.81435756744399,557.685,3160.215
O0528,C027,P015,2025-04-28,5,0.1,9841.5,4061.5,41.269115480363766,984.1500000000001,8857.35
O0529,C118,P007,2026-04-07,4,0.15,16296.2,5040.2,30.92868276039813,2444.43,13851.77
O0530,C196,P007,2026-06-05,3,0.0,14379.0,5937.0,41.28938034633841,0.0,14379.0
O0531,C107,P010,2026-01-08,4,0.1,11530.8,2810.8,24.376452631213795,1153.08,10377.72
O0532,C098,P050,2025-01-23,1,0.0,1322.0,514.0,38.88048411497731,0.0,1322.0
O0533,C121,P031,2025-11-16,2,0.0,9600.0,2018.0,21.020833333333332,0.0,9600.0
O0534,C142,P025,2026-04-24,2,0.1,1918.8,696.8,36.31436314363143,191.88,1726.92
O0535,C152,P005,2026-01-20,2,0.15,6342.7,1352.7,21.326879719993062,951.405,5391.295
O0536,C140,P013,2025-05-29,1,0.05,1155.2,430.2,37.24030470914127,57.760000000000005,1097.44
O0537,C099,P038,2025-08-21,4,0.1,10746.0,2990.0,27.82430671877908,1074.6000000000001,9671.4
O0538,C136,P008,2025-08-29,5,0.1,21010.5,6625.5,31.53423288355822,2101.05,18909.45
O0539,C055,P044,2026-03-20,5,0.1,15075.0,4975.0,33.001658374792704,1507.5,13567.5
O0540,C090,P009,2025-10-20,1,0.1,1541.7,534.7,34.682493351495104,154.17000000000002,1387.53
O0541,C049,P035,2025-04-04,5,0.05,13946.0,5746.0,41.20177828768106,697.3000000000001,13248.7
