Lead_ID,Lead_Date,Region,Team,Sales_Rep,Segment,Source,Stage,Deal_Value,Probability,Close_Date,Expected_Revenue
1273,2025-03-24,South,Team B,Rep 2,Corporate,Google,Lead,23366,0.1,,2336.6
1274,2026-06-08,South,Team B,Rep 6,Corporate,Email,Proposal,8207,0.5,,4103.5
1275,2025-08-17,West,Team A,Rep 5,Consumer,Google,Lead,1316,0.1,,131.6
1276,2025-09-21,North,Team B,Rep 3,Home Office,Email,Qualified,19461,0.25,,4865.25
1277,2025-09-13,South,Team A,Rep 5,Consumer,Google,Closed Lost,2166,0.0,2025-12-26,0.0
1278,2026-03-04,North,Team A,Rep 8,Consumer,Referral,Closed Lost,19236,0.0,2026-06-03,0.0
1279,2025-02-05,South,Team B,Rep 4,Home Office,Referral,Negotiation,18468,0.75,,13851.0
1280,2025-02-15,East,Team C,Rep 1,Home Office,Google,Qualified,21184,0.25,,5296.0
1281,2025-05-31,North,Team D,Rep 3,Consumer,Email,Negotiation,12233,0.75,,9174.75
1282,2025-09-23,South,Team B,Rep 8,Home Office,Facebook,Negotiation,22439,0.75,,16829.25
1283,2026-01-02,North,Team B,Rep 7,Home Office,Email,Qualified,4660,0.25,,1165.0
1284,2025-09-25,West,Team D,Rep 7,Consumer,LinkedIn,Proposal,11141,0.5,,5570.5
1285,2025-08-29,East,Team C,Rep 8,Corporate,Referral,Lead,3484,0.1,,348.40000000000003
1286,2026-05-28,North,Team D,Rep 1,Corporate,Google,Lead,19288,0.1,,1928.8000000000002
1287,2025-03-29,North,Team D,Rep 3,Consumer,Email,Proposal,17999,0.5,,8999.5
1288,2025-11-09,North,Team D,Rep 1,Consumer,Email,Lead,20256,0.1,,2025.6000000000001
1289,2025-10-24,South,Team D,Rep 1,Consumer,Referral,Lead,19226,0.1,,1922.6000000000001
1290,2025-09-16,West,Team B,Rep 7,Consumer,Facebook,Closed Won,8057,1.0,2025-12-05,8057.0
1291,2026-03-17,East,Team B,Rep 8,Corporate,Email,Closed Lost,2167,0.0,2026-05-18,0.0
1292,2025-05-26,West,Team B,Rep 2,Corporate,Email,Proposal,23266,0.5,,11633.0
1293,2026-06-05,South,Team A,Rep 6,Consumer,Facebook,Closed Won,12574,1.0,2026-07-29,12574.0
1294,2025-07-01,South,Team C,Rep 5,Consumer,LinkedIn,Closed Lost,2811,0.0,2025-07-10,0.0
1295,2025-10-25,South,Team C,Rep 1,Consumer,Referral,Lead,23213,0.1,,2321.3
1296,2025-10-12,North,Team D,Rep 8,Home Office,Facebook,Qualified,24859,0.25,,6214.75
1297,2026-04-09,West,Team A,Rep 7,Consumer,LinkedIn,Qualified,11414,0.25,,2853.5
1298,2025-08-28,North,Team B,Rep 5,Home Office,Email,Lead,19367,0.1,,1936.7
1299,2025-06-05,South,Team A,Rep 6,Corporate,Email,Negotiation,1389,0.75,,1041.75
1300,2025-01-12,East,Team D,Rep 4,Home Office,Email,Qualified,2785,0.25,,696.25
1301,2025-07-18,North,Team B,Rep 7,Corporate,Referral,Qualified,7275,0.25,,1818.75
1302,2026-03-28,South,Team A,Rep 4,Consumer,Google,Lead,16577,0.1,,1657.7
1303,2025-01-06,South,Team C,Rep 8,Corporate,Referral,Lead,3768,0.1,,376.8
1304,2026-05-05,South,Team D,Rep 1,Consumer,Email,Closed Won,1337,1.0,2026-06-02,1337.0
1305,2025-10-24,North,Team D,Rep 2,Consumer,Email,Lead,16884,0.1,,1688.4
1306,2025-03-18,North,Team A,Rep 8,Consumer,Referral,Lead,19369,0.1,,1936.9
1307,2025-06-14,North,Team B,Rep 3,Consumer,Email,Qualified,18610,0.25,,4652.5
1308,2025-10-30,South,Team A,Rep 3,Consumer,Email,Qualified,20080,0.25,,5020.0
1309,2025-06-22,North,Team B,Rep 7,Consumer,Google,Proposal,20169,0.5,,10084.5
1310,2025-03-01,West,Team C,Rep 2,Home Office,LinkedIn,Qualified,15259,0.25,,3814.75
1311,2025-12-30,North,Team B,Rep 5,Corporate,Facebook,Lead,13225,0.1,,1322.5
1312,2026-01-03,East,Team A,Rep 3,Corporate,Google,Lead,21493,0.1,,2149.3
1313,2025-03-06,East,Team C,Rep 2,Home Office,LinkedIn,Closed Won,9026,1.0,2025-06-22,9026.0
1314,2025-06-03,South,Team A,Rep 8,Consumer,Google,Proposal,2898,0.5,,1449.0
1315,2025-05-14,West,Team A,Rep 2,Corporate,Facebook,Proposal,18923,0.5,,9461.5
1316,2025-12-27,North,Team A,Rep 1,Home Office,Email,Negotiation,7260,0.75,,5445.0
1317,2026-02-03,North,Team A,Rep 6,Corporate,Google,Negotiation,24481,0.75,,18360.75
1318,2026-02-01,South,Team B,Rep 7,Corporate,Referral,Lead,10647,0.1,,1064.7
1319,2026-05-28,North,Team D,Rep 2,Consumer,LinkedIn,Qualified,21368,0.25,,5342.0
1320,2026-02-24,South,Team D,Rep 6,Consumer,Referral,Proposal,1540,0.5,,770.0
1321,2025-06-25,South,Team A,Rep 5,Consumer,Email,Qualified,16651,0.25,,4162.75
1322,2025-02-28,West,Team A,Rep 7,Consumer,Email,Closed Won,11481,1.0,2025-04-14,11481.0
1323,2025-12-02,South,Team B,Rep 2,Home Office,Google,Qualified,11833,0.25,,2958.25
1324,2026-05-16,West,Team C,Rep 8,Corporate,Email,Negotiation,6997,0.75,,5247.75
1325,2026-06-17,West,Team C,Rep 5,Corporate,Google,Closed Won,24294,1.0,2026-09-11,24294.0
1326,2025-05-06,West,Team D,Rep 7,Home Office,Referral,Proposal,10122,0.5,,5061.0
1327,2025-05-10,North,Team B,Rep 3,Consumer,Facebook,Closed Won,21336,1.0,2025-08-04,21336.0
1328,2025-01-21,West,Team A,Rep 8,Consumer,Google,Proposal,10915,0.5,,5457.5
1329,2025-03-19,East,Team A,Rep 6,Corporate,LinkedIn,Closed Won,1682,1.0,2025-04-29,1682.0
1330,2025-10-30,West,Team A,Rep 2,Home Office,Email,Qualified,22045,0.25,,5511.25
1331,2025-10-26,South,Team A,Rep 8,Corporate,Referral,Qualified,5035,0.25,,1258.75
1332,2025-07-22,West,Team D,Rep 7,Home Office,Facebook,Proposal,7123,0.5,,3561.5
1333,2025-06-19,East,Team B,Rep 3,Consumer,Referral,Lead,21597,0.1,,2159.7000000000003
1334,2026-03-30,North,Team D,Rep 5,Home Office,LinkedIn,Qualified,22396,0.25,,5599.0
1335,2025-09-09,South,Team C,Rep 4,Consumer,Email,Closed Won,22960,1.0,2025-10-09,22960.0
1336,2026-03-18,North,Team C,Rep 5,Consumer,LinkedIn,Proposal,10936,0.5,,5468.0
1337,2026-06-10,West,Team B,Rep 8,Corporate,Email,Lead,19045,0.1,,1904.5
1338,2025-06-23,South,Team D,Rep 8,Consumer,Google,Qualified,8531,0.25,,2132.75
1339,2025-04-21,North,Team A,Rep 2,Home Office,Referral,Lead,18639,0.1,,1863.9
1340,2026-06-05,East,Team A,Rep 8,Home Office,Referral,Lead,12811,0.1,,1281.1000000000001
1341,2025-12-13,South,Team B,Rep 4,Corporate,Referral,Closed Won,1772,1.0,2026-03-08,1772.0
1342,2025-06-08,North,Team B,Rep 6,Consumer,Google,Qualified,10734,0.25,,2683.5
1343,2025-12-06,West,Team C,Rep 7,Consumer,Google,Qualified,11959,0.25,,2989.75
1344,2025-10-09,West,Team C,Rep 4,Corporate,Facebook,Proposal,6805,0.5,,3402.5
1345,2026-05-10,East,Team C,Rep 4,Corporate,Referral,Lead,9674,0.1,,967.4000000000001
1346,2025-05-20,East,Team B,Rep 4,Home Office,Google,Lead,12815,0.1,,1281.5
1347,2026-06-26,South,Team B,Rep 7,Corporate,LinkedIn,Negotiation,1717,0.75,,1287.75
1348,2026-05-27,East,Team D,Rep 4,Consumer,Facebook,Proposal,4219,0.5,,2109.5
1349,2025-04-09,East,Team A,Rep 3,Consumer,LinkedIn,Closed Lost,19286,0.0,2025-04-26,0.0
1350,2025-03-31,North,Team C,Rep 3,Home Office,Facebook,Proposal,9122,0.5,,4561.0
1351,2025-10-19,North,Team C,Rep 2,Consumer,LinkedIn,Qualified,15405,0.25,,3851.25
1352,2025-01-25,South,Team D,Rep 4,Home Office,Email,Negotiation,14361,0.75,,10770.75
1353,2025-06-13,South,Team C,Rep 1,Consumer,Email,Closed Won,14004,1.0,2025-08-14,14004.0
1354,2025-08-26,North,Team B,Rep 1,Home Office,Facebook,Negotiation,10628,0.75,,7971.0
1355,2026-06-14,North,Team B,Rep 6,Home Office,Google,Closed Lost,12341,0.0,2026-09-29,0.0
1356,2026-06-26,West,Team B,Rep 1,Corporate,LinkedIn,Negotiation,20685,0.75,,15513.75
1357,2025-03-24,South,Team B,Rep 5,Consumer,Facebook,Closed Won,24143,1.0,2025-06-19,24143.0
1358,2026-05-02,East,Team A,Rep 7,Home Office,Email,Lead,6789,0.1,,678.9000000000001
1359,2025-02-19,East,Team C,Rep 6,Consumer,Facebook,Negotiation,16902,0.75,,12676.5
1360,2026-02-13,East,Team A,Rep 4,Corporate,Google,Qualified,24259,0.25,,6064.75
1361,2026-04-07,East,Team C,Rep 2,Home Office,Google,Proposal,685,0.5,,342.5
1362,2026-05-02,South,Team D,Rep 8,Home Office,LinkedIn,Proposal,19725,0.5,,9862.5
1363,2025-05-02,West,Team D,Rep 7,Consumer,Facebook,Closed Lost,12672,0.0,2025-08-03,0.0
1364,2026-05-03,South,Team A,Rep 5,Home Office,LinkedIn,Closed Lost,24206,0.0,2026-05-19,0.0
1365,2025-03-05,West,Team D,Rep 1,Consumer,LinkedIn,Qualified,14667,0.25,,3666.75
1366,2025-10-11,South,Team A,Rep 1,Home Office,LinkedIn,Negotiation,21034,0.75,,15775.5
1367,2025-09-14,North,Team B,Rep 3,Corporate,Google,Negotiation,4567,0.75,,3425.25
1368,2025-06-22,West,Team A,Rep 2,Consumer,Referral,Qualified,3981,0.25,,995.25
1369,2025-01-13,North,Team A,Rep 7,Corporate,Facebook,Lead,23201,0.1,,2320.1
1370,2026-02-26,West,Team A,Rep 2,Consumer,LinkedIn,Lead,13398,0.1,,1339.8000000000002
1371,2025-07-03,North,Team A,Rep 3,Home Office,Email,Negotiation,14179,0.75,,10634.25
1372,2025-12-28,North,Team D,Rep 8,Consumer,Email,Qualified,4664,0.25,,1166.0
1373,2025-08-12,East,Team A,Rep 7,Consumer,Referral,Closed Lost,6054,0.0,2025-09-10,0.0
1374,2025-07-24,West,Team B,Rep 2,Corporate,Google,Qualified,20546,0.25,,5136.5
1375,2026-04-29,South,Team C,Rep 4,Home Office,LinkedIn,Closed Lost,7931,0.0,2026-06-06,0.0
1376,2025-02-21,North,Team D,Rep 5,Corporate,LinkedIn,Qualified,14811,0.25,,3702.75
1377,2026-02-07,North,Team D,Rep 6,Corporate,LinkedIn,Closed Won,8255,1.0,2026-03-19,8255.0
1378,2026-02-12,West,Team A,Rep 8,Corporate,Facebook,Lead,6954,0.1,,695.4000000000001
1379,2025-07-27,East,Team D,Rep 7,Home Office,Email,Proposal,4567,0.5,,2283.5
1380,2025-05-24,North,Team C,Rep 8,Corporate,Email,Closed Won,23275,1.0,2025-06-21,23275.0
1381,2025-01-03,South,Team A,Rep 1,Home Office,Referral,Closed Won,23531,1.0,2025-04-29,23531.0
1382,2026-05-27,South,Team B,Rep 2,Home Office,Facebook,Closed Won,3322,1.0,2026-06-21,3322.0
1383,2026-06-02,North,Team D,Rep 5,Home Office,Google,Lead,9154,0.1,,915.4000000000001
1384,2025-05-12,West,Team B,Rep 1,Home Office,Google,Qualified,14314,0.25,,3578.5
1385,2025-01-18,East,Team A,Rep 3,Home Office,Email,Lead,9890,0.1,,989.0
1386,2025-03-09,North,Team D,Rep 2,Consumer,Google,Lead,18165,0.1,,1816.5
1387,2025-02-06,East,Team D,Rep 8,Home Office,Email,Negotiation,6875,0.75,,5156.25
1388,2026-03-30,South,Team D,Rep 1,Home Office,Email,Negotiation,1941,0.75,,1455.75
1389,2026-05-02,North,Team D,Rep 2,Consumer,Email,Negotiation,8754,0.75,,6565.5
1390,2025-03-25,South,Team D,Rep 2,Home Office,Referral,Closed Won,15147,1.0,2025-06-20,15147.0
1391,2026-02-12,North,Team B,Rep 2,Consumer,Google,Negotiation,4925,0.75,,3693.75
1392,2025-04-08,North,Team A,Rep 5,Corporate,Referral,Closed Won,20489,1.0,2025-06-20,20489.0
1393,2025-07-20,West,Team C,Rep 3,Home Office,Google,Lead,800,0.1,,80.0
1394,2025-11-24,East,Team A,Rep 8,Consumer,Facebook,Lead,2154,0.1,,215.4
1395,2026-01-29,North,Team B,Rep 3,Corporate,LinkedIn,Proposal,12966,0.5,,6483.0
1396,2026-04-23,West,Team C,Rep 5,Home Office,Referral,Closed Won,13049,1.0,2026-07-07,13049.0
1397,2025-01-25,East,Team D,Rep 6,Corporate,Google,Lead,7724,0.1,,772.4000000000001
1398,2025-04-18,West,Team B,Rep 6,Home Office,Email,Proposal,6834,0.5,,3417.0
1399,2025-06-03,East,Team B,Rep 7,Consumer,Facebook,Negotiation,2210,0.75,,1657.5
1400,2025-06-19,South,Team C,Rep 2,Home Office,Referral,Lead,16741,0.1,,1674.1000000000001
1401,2026-06-29,East,Team A,Rep 5,Home Office,Google,Qualified,9786,0.25,,2446.5
1402,2026-03-01,East,Team C,Rep 7,Home Office,Referral,Closed Won,3407,1.0,2026-04-01,3407.0
1403,2025-06-24,East,Team C,Rep 7,Consumer,Google,Negotiation,10296,0.75,,7722.0
1404,2026-06-15,North,Team C,Rep 5,Home Office,Email,Lead,23457,0.1,,2345.7000000000003
1405,2025-09-30,South,Team B,Rep 6,Corporate,Referral,Closed Won,6900,1.0,2025-11-10,6900.0
1406,2025-10-01,North,Team D,Rep 7,Corporate,LinkedIn,Qualified,22420,0.25,,5605.0
1407,2025-08-25,South,Team B,Rep 5,Corporate,LinkedIn,Closed Won,6839,1.0,2025-11-08,6839.0
1408,2025-03-20,North,Team C,Rep 8,Corporate,Referral,Qualified,5056,0.25,,1264.0
1409,2026-05-26,North,Team B,Rep 2,Corporate,Email,Proposal,6885,0.5,,3442.5
1410,2025-01-08,West,Team A,Rep 3,Corporate,Referral,Qualified,8420,0.25,,2105.0
1411,2025-04-06,North,Team C,Rep 1,Consumer,Facebook,Lead,3454,0.1,,345.40000000000003
1412,2025-05-06,West,Team A,Rep 1,Home Office,Referral,Closed Won,14897,1.0,2025-06-15,14897.0
1413,2025-06-02,North,Team D,Rep 4,Consumer,Email,Lead,8669,0.1,,866.9000000000001
1414,2025-03-13,West,Team C,Rep 2,Consumer,Google,Lead,18092,0.1,,1809.2
1415,2025-01-10,South,Team B,Rep 4,Corporate,LinkedIn,Qualified,12529,0.25,,3132.25
1416,2026-01-06,East,Team B,Rep 4,Corporate,Email,Negotiation,11345,0.75,,8508.75
1417,2026-06-14,South,Team C,Rep 5,Corporate,Email,Closed Won,12039,1.0,2026-09-07,12039.0
1418,2025-03-08,South,Team B,Rep 8,Home Office,Referral,Closed Lost,4329,0.0,2025-03-19,0.0
1419,2025-06-11,South,Team B,Rep 7,Consumer,Email,Qualified,17965,0.25,,4491.25
1420,2025-10-04,East,Team B,Rep 4,Consumer,LinkedIn,Qualified,3051,0.25,,762.75
1421,2026-05-22,South,Team B,Rep 3,Corporate,Referral,Lead,18177,0.1,,1817.7
1422,2026-01-15,East,Team D,Rep 7,Home Office,LinkedIn,Proposal,24994,0.5,,12497.0
1423,2026-02-23,West,Team A,Rep 1,Corporate,Google,Closed Lost,19217,0.0,2026-03-10,0.0
1424,2025-11-14,South,Team D,Rep 5,Corporate,Google,Negotiation,11656,0.75,,8742.0
1425,2025-08-16,South,Team B,Rep 4,Corporate,LinkedIn,Proposal,8204,0.5,,4102.0
1426,2025-04-20,North,Team C,Rep 2,Home Office,Google,Qualified,21877,0.25,,5469.25
1427,2026-04-17,South,Team A,Rep 5,Corporate,Google,Closed Won,6801,1.0,2026-07-15,6801.0
1428,2026-03-16,North,Team B,Rep 3,Home Office,Email,Qualified,12318,0.25,,3079.5
1429,2025-01-14,North,Team D,Rep 2,Home Office,LinkedIn,Lead,19386,0.1,,1938.6000000000001
1430,2026-01-26,West,Team B,Rep 6,Consumer,LinkedIn,Qualified,23097,0.25,,5774.25
1431,2025-02-16,North,Team A,Rep 2,Consumer,LinkedIn,Lead,23063,0.1,,2306.3
1432,2026-02-08,South,Team C,Rep 6,Home Office,Email,Lead,2650,0.1,,265.0
1433,2026-03-27,West,Team A,Rep 2,Consumer,LinkedIn,Lead,22507,0.1,,2250.7000000000003
1434,2025-03-13,West,Team B,Rep 4,Corporate,LinkedIn,Qualified,3293,0.25,,823.25
1435,2025-08-25,North,Team B,Rep 7,Consumer,Email,Proposal,14819,0.5,,7409.5
1436,2025-03-09,North,Team C,Rep 2,Corporate,Referral,Qualified,23275,0.25,,5818.75
1437,2025-11-06,South,Team C,Rep 7,Consumer,Google,Qualified,16542,0.25,,4135.5
1438,2026-05-22,East,Team C,Rep 6,Corporate,Google,Closed Lost,23713,0.0,2026-08-06,0.0
1439,2025-02-14,West,Team D,Rep 8,Home Office,LinkedIn,Negotiation,8936,0.75,,6702.0
1440,2025-08-06,North,Team A,Rep 2,Home Office,Google,Proposal,8210,0.5,,4105.0
1441,2026-06-16,North,Team B,Rep 6,Home Office,Google,Qualified,8492,0.25,,2123.0
1442,2025-06-14,South,Team A,Rep 8,Consumer,Facebook,Closed Won,9201,1.0,2025-06-25,9201.0
1443,2025-03-14,West,Team A,Rep 7,Corporate,Referral,Lead,17228,0.1,,1722.8000000000002
1444,2025-09-24,North,Team A,Rep 2,Consumer,Referral,Qualified,11585,0.25,,2896.25
1445,2025-10-05,South,Team C,Rep 7,Home Office,Email,Closed Won,18567,1.0,2026-01-21,18567.0
1446,2025-12-28,North,Team D,Rep 1,Home Office,LinkedIn,Proposal,10695,0.5,,5347.5
1447,2025-06-21,North,Team D,Rep 5,Consumer,Email,Negotiation,8039,0.75,,6029.25
1448,2026-06-06,West,Team C,Rep 4,Corporate,Facebook,Proposal,5156,0.5,,2578.0
1449,2025-10-12,North,Team D,Rep 5,Corporate,Referral,Proposal,14000,0.5,,7000.0
1450,2025-06-06,South,Team A,Rep 5,Corporate,Email,Qualified,22510,0.25,,5627.5
1451,2026-06-09,West,Team D,Rep 1,Corporate,Facebook,Lead,21544,0.1,,2154.4
1452,2026-05-20,East,Team D,Rep 5,Consumer,Facebook,Qualified,6706,0.25,,1676.5
1453,2025-09-30,North,Team A,Rep 8,Corporate,LinkedIn,Lead,12202,0.1,,1220.2
1454,2025-01-14,South,Team B,Rep 4,Corporate,Google,Closed Won,17779,1.0,2025-01-21,17779.0
1455,2025-11-22,West,Team D,Rep 3,Home Office,Google,Qualified,15504,0.25,,3876.0
1456,2025-10-31,South,Team B,Rep 8,Home Office,Referral,Proposal,2145,0.5,,1072.5
1457,2025-03-22,East,Team D,Rep 1,Home Office,Google,Closed Won,14980,1.0,2025-07-14,14980.0
1458,2025-12-13,East,Team D,Rep 4,Consumer,LinkedIn,Negotiation,1449,0.75,,1086.75
1459,2026-04-05,East,Team B,Rep 5,Home Office,Email,Qualified,3354,0.25,,838.5
1460,2025-02-27,North,Team A,Rep 4,Corporate,Facebook,Qualified,16516,0.25,,4129.0
1461,2026-01-30,West,Team B,Rep 8,Corporate,Referral,Closed Lost,3012,0.0,2026-04-29,0.0
1462,2025-03-18,West,Team A,Rep 4,Home Office,Referral,Negotiation,8805,0.75,,6603.75
1463,2026-02-13,North,Team B,Rep 8,Home Office,LinkedIn,Closed Won,14916,1.0,2026-06-11,14916.0
1464,2025-08-17,West,Team C,Rep 1,Consumer,Facebook,Closed Won,16558,1.0,2025-12-09,16558.0
1465,2025-01-04,West,Team B,Rep 6,Corporate,Email,Negotiation,11420,0.75,,8565.0
1466,2026-06-12,East,Team A,Rep 5,Home Office,Referral,Lead,2803,0.1,,280.3
1467,2025-04-01,South,Team B,Rep 2,Corporate,LinkedIn,Proposal,20078,0.5,,10039.0
1468,2025-11-22,South,Team C,Rep 2,Consumer,Facebook,Lead,23771,0.1,,2377.1
1469,2025-04-10,West,Team A,Rep 6,Corporate,Google,Proposal,22273,0.5,,11136.5
1470,2026-05-25,North,Team A,Rep 6,Home Office,LinkedIn,Closed Lost,18838,0.0,2026-07-06,0.0
1471,2026-02-08,West,Team D,Rep 5,Consumer,Google,Proposal,10354,0.5,,5177.0
1472,2026-03-16,West,Team A,Rep 1,Home Office,Referral,Qualified,21968,0.25,,5492.0
1473,2025-08-24,East,Team B,Rep 5,Home Office,Email,Lead,12460,0.1,,1246.0
1474,2025-09-13,South,Team A,Rep 8,Home Office,Facebook,Closed Lost,3843,0.0,2025-12-14,0.0
1475,2025-12-13,East,Team A,Rep 1,Consumer,Email,Lead,21338,0.1,,2133.8
1476,2026-03-05,North,Team B,Rep 4,Consumer,LinkedIn,Lead,8343,0.1,,834.3000000000001
1477,2026-04-08,West,Team C,Rep 4,Corporate,LinkedIn,Lead,23498,0.1,,2349.8
1478,2025-01-10,South,Team A,Rep 8,Corporate,Referral,Lead,9524,0.1,,952.4000000000001
1479,2025-12-29,North,Team A,Rep 3,Corporate,Google,Qualified,21800,0.25,,5450.0
1480,2025-03-01,West,Team A,Rep 4,Home Office,Email,Proposal,13660,0.5,,6830.0
1481,2025-06-07,East,Team C,Rep 6,Home Office,Google,Qualified,11951,0.25,,2987.75
1482,2026-03-29,East,Team D,Rep 1,Consumer,Email,Lead,7773,0.1,,777.3000000000001
1483,2025-05-17,North,Team A,Rep 7,Home Office,LinkedIn,Lead,20974,0.1,,2097.4
1484,2026-03-12,West,Team B,Rep 7,Consumer,LinkedIn,Qualified,1985,0.25,,496.25
1485,2025-09-10,East,Team B,Rep 6,Corporate,Referral,Lead,11987,0.1,,1198.7
1486,2025-05-08,West,Team B,Rep 6,Consumer,Facebook,Negotiation,9537,0.75,,7152.75
1487,2025-07-02,West,Team A,Rep 6,Corporate,Facebook,Lead,13813,0.1,,1381.3000000000002
1488,2025-10-17,North,Team A,Rep 7,Home Office,Email,Qualified,6736,0.25,,1684.0
1489,2026-02-22,North,Team C,Rep 8,Corporate,Google,Qualified,16782,0.25,,4195.5
1490,2025-11-27,West,Team B,Rep 4,Home Office,Google,Qualified,9955,0.25,,2488.75
1491,2026-05-25,East,Team B,Rep 4,Consumer,LinkedIn,Lead,5109,0.1,,510.90000000000003
1492,2026-04-19,South,Team B,Rep 6,Corporate,LinkedIn,Lead,5325,0.1,,532.5
1493,2026-02-16,South,Team D,Rep 2,Corporate,Email,Closed Won,17564,1.0,2026-03-18,17564.0
1494,2025-11-26,East,Team C,Rep 7,Home Office,Facebook,Lead,6916,0.1,,691.6
1495,2025-06-08,West,Team B,Rep 7,Home Office,Google,Proposal,8027,0.5,,4013.5
1496,2025-08-14,North,Team A,Rep 6,Corporate,Facebook,Qualified,15860,0.25,,3965.0
1497,2025-03-06,East,Team D,Rep 3,Consumer,Email,Qualified,8579,0.25,,2144.75
1498,2025-07-24,West,Team D,Rep 3,Corporate,Referral,Qualified,10009,0.25,,2502.25
1499,2026-05-21,South,Team A,Rep 4,Consumer,LinkedIn,Negotiation,6489,0.75,,4866.75
1500,2025-08-21,South,Team D,Rep 6,Corporate,Google,Closed Won,8961,1.0,2025-10-20,8961.0
